Origin,Sex,Value,Date
Argentina,Femmina,173,01-01-1987
Argentina,Femmina,188,01-01-1988
Argentina,Femmina,197,01-01-1989
Argentina,Femmina,242,01-01-1990
Argentina,Femmina,221,01-01-1991
Argentina,Femmina,307,01-01-1992
Argentina,Femmina,287,01-01-1993
Argentina,Femmina,287,01-01-1994
Argentina,Femmina,283,01-01-1995
Argentina,Femmina,275,01-01-1996
Argentina,Femmina,278,01-01-1997
Argentina,Femmina,293,01-01-1998
Argentina,Femmina,290,01-01-1999
Argentina,Femmina,290,01-01-2000
Argentina,Femmina,322,01-01-2001
Argentina,Femmina,323,01-01-2002
Argentina,Femmina,221,01-01-2003
Argentina,Femmina,282,01-01-2004
Argentina,Femmina,299,01-01-2005
Argentina,Femmina,315,01-01-2006
Argentina,Femmina,298,01-01-2007
Argentina,Femmina,276,01-01-2008
Argentina,Femmina,287,01-01-2009
Argentina,Femmina,314,01-01-2010
Argentina,Femmina,329,01-01-2011
Argentina,Femmina,353,01-01-2012
Argentina,Femmina,337,01-01-2013
Armenia,Femmina,0,01-01-1987
Armenia,Femmina,0,01-01-1988
Armenia,Femmina,0,01-01-1989
Armenia,Femmina,0,01-01-1990
Armenia,Femmina,0,01-01-1991
Armenia,Femmina,0,01-01-1992
Armenia,Femmina,0,01-01-1993
Armenia,Femmina,0,01-01-1994
Armenia,Femmina,0,01-01-1995
Armenia,Femmina,0,01-01-1996
Armenia,Femmina,1,01-01-1997
Armenia,Femmina,3,01-01-1998
Armenia,Femmina,3,01-01-1999
Armenia,Femmina,5,01-01-2000
Armenia,Femmina,7,01-01-2001
Armenia,Femmina,7,01-01-2002
Armenia,Femmina,6,01-01-2003
Armenia,Femmina,5,01-01-2004
Armenia,Femmina,8,01-01-2005
Armenia,Femmina,9,01-01-2006
Armenia,Femmina,10,01-01-2007
Armenia,Femmina,11,01-01-2008
Armenia,Femmina,11,01-01-2009
Armenia,Femmina,18,01-01-2010
Armenia,Femmina,22,01-01-2011
Armenia,Femmina,25,01-01-2012
Armenia,Femmina,29,01-01-2013
Australia,Femmina,48,01-01-1987
Australia,Femmina,49,01-01-1988
Australia,Femmina,52,01-01-1989
Australia,Femmina,47,01-01-1990
Australia,Femmina,32,01-01-1991
Australia,Femmina,0,01-01-1992
Australia,Femmina,59,01-01-1993
Australia,Femmina,58,01-01-1994
Australia,Femmina,63,01-01-1995
Australia,Femmina,61,01-01-1996
Australia,Femmina,66,01-01-1997
Australia,Femmina,70,01-01-1998
Australia,Femmina,71,01-01-1999
Australia,Femmina,77,01-01-2000
Australia,Femmina,86,01-01-2001
Australia,Femmina,90,01-01-2002
Australia,Femmina,52,01-01-2003
Australia,Femmina,64,01-01-2004
Australia,Femmina,69,01-01-2005
Australia,Femmina,74,01-01-2006
Australia,Femmina,73,01-01-2007
Australia,Femmina,79,01-01-2008
Australia,Femmina,77,01-01-2009
Australia,Femmina,80,01-01-2010
Australia,Femmina,87,01-01-2011
Australia,Femmina,88,01-01-2012
Australia,Femmina,90,01-01-2013
Austria,Femmina,300,01-01-1987
Austria,Femmina,300,01-01-1988
Austria,Femmina,292,01-01-1989
Austria,Femmina,299,01-01-1990
Austria,Femmina,174,01-01-1991
Austria,Femmina,287,01-01-1992
Austria,Femmina,281,01-01-1993
Austria,Femmina,296,01-01-1994
Austria,Femmina,297,01-01-1995
Austria,Femmina,296,01-01-1996
Austria,Femmina,296,01-01-1997
Austria,Femmina,325,01-01-1998
Austria,Femmina,324,01-01-1999
Austria,Femmina,324,01-01-2000
Austria,Femmina,331,01-01-2001
Austria,Femmina,324,01-01-2002
Austria,Femmina,211,01-01-2003
Austria,Femmina,211,01-01-2004
Austria,Femmina,219,01-01-2005
Austria,Femmina,214,01-01-2006
Austria,Femmina,208,01-01-2007
Austria,Femmina,217,01-01-2008
Austria,Femmina,231,01-01-2009
Austria,Femmina,227,01-01-2010
Austria,Femmina,225,01-01-2011
Austria,Femmina,240,01-01-2012
Austria,Femmina,226,01-01-2013
Azerbaigian,Femmina,0,01-01-1987
Azerbaigian,Femmina,0,01-01-1988
Azerbaigian,Femmina,0,01-01-1989
Azerbaigian,Femmina,0,01-01-1990
Azerbaigian,Femmina,0,01-01-1991
Azerbaigian,Femmina,0,01-01-1992
Azerbaigian,Femmina,0,01-01-1993
Azerbaigian,Femmina,0,01-01-1994
Azerbaigian,Femmina,0,01-01-1995
Azerbaigian,Femmina,0,01-01-1996
Azerbaigian,Femmina,0,01-01-1997
Azerbaigian,Femmina,1,01-01-1998
Azerbaigian,Femmina,0,01-01-1999
Azerbaigian,Femmina,2,01-01-2000
Azerbaigian,Femmina,11,01-01-2001
Azerbaigian,Femmina,10,01-01-2002
Azerbaigian,Femmina,9,01-01-2003
Azerbaigian,Femmina,6,01-01-2004
Azerbaigian,Femmina,12,01-01-2005
Azerbaigian,Femmina,14,01-01-2006
Azerbaigian,Femmina,14,01-01-2007
Azerbaigian,Femmina,12,01-01-2008
Azerbaigian,Femmina,12,01-01-2009
Azerbaigian,Femmina,13,01-01-2010
Azerbaigian,Femmina,14,01-01-2011
Azerbaigian,Femmina,14,01-01-2012
Azerbaigian,Femmina,15,01-01-2013
Bahama,Femmina,1,01-01-1987
Bahama,Femmina,1,01-01-1988
Bahama,Femmina,1,01-01-1989
Bahama,Femmina,1,01-01-1990
Bahama,Femmina,0,01-01-1991
Bahama,Femmina,0,01-01-1992
Bahama,Femmina,1,01-01-1993
Bahama,Femmina,1,01-01-1994
Bahama,Femmina,2,01-01-1995
Bahama,Femmina,2,01-01-1996
Bahama,Femmina,2,01-01-1997
Bahama,Femmina,2,01-01-1998
Bahama,Femmina,2,01-01-1999
Bahama,Femmina,2,01-01-2000
Bahama,Femmina,2,01-01-2001
Bahama,Femmina,2,01-01-2002
Bahama,Femmina,0,01-01-2003
Bahama,Femmina,0,01-01-2004
Bahama,Femmina,0,01-01-2005
Bahama,Femmina,0,01-01-2006
Bahama,Femmina,0,01-01-2007
Bahama,Femmina,0,01-01-2008
Bahama,Femmina,0,01-01-2009
Bahama,Femmina,1,01-01-2010
Bahama,Femmina,1,01-01-2011
Bahama,Femmina,2,01-01-2012
Bahama,Femmina,2,01-01-2013
Bangladesh,Femmina,3,01-01-1987
Bangladesh,Femmina,3,01-01-1988
Bangladesh,Femmina,4,01-01-1989
Bangladesh,Femmina,5,01-01-1990
Bangladesh,Femmina,6,01-01-1991
Bangladesh,Femmina,0,01-01-1992
Bangladesh,Femmina,9,01-01-1993
Bangladesh,Femmina,14,01-01-1994
Bangladesh,Femmina,25,01-01-1995
Bangladesh,Femmina,37,01-01-1996
Bangladesh,Femmina,62,01-01-1997
Bangladesh,Femmina,125,01-01-1998
Bangladesh,Femmina,158,01-01-1999
Bangladesh,Femmina,189,01-01-2000
Bangladesh,Femmina,239,01-01-2001
Bangladesh,Femmina,272,01-01-2002
Bangladesh,Femmina,291,01-01-2003
Bangladesh,Femmina,334,01-01-2004
Bangladesh,Femmina,445,01-01-2005
Bangladesh,Femmina,556,01-01-2006
Bangladesh,Femmina,603,01-01-2007
Bangladesh,Femmina,654,01-01-2008
Bangladesh,Femmina,847,01-01-2009
Bangladesh,Femmina,943,01-01-2010
Bangladesh,Femmina,1101,01-01-2011
Bangladesh,Femmina,1234,01-01-2012
Bangladesh,Femmina,1350,01-01-2013
Barbados,Femmina,0,01-01-1987
Barbados,Femmina,0,01-01-1988
Barbados,Femmina,0,01-01-1989
Barbados,Femmina,0,01-01-1990
Barbados,Femmina,0,01-01-1991
Barbados,Femmina,0,01-01-1992
Barbados,Femmina,0,01-01-1993
Barbados,Femmina,0,01-01-1994
Barbados,Femmina,0,01-01-1995
Barbados,Femmina,0,01-01-1996
Barbados,Femmina,0,01-01-1997
Barbados,Femmina,0,01-01-1998
Barbados,Femmina,0,01-01-1999
Barbados,Femmina,0,01-01-2000
Barbados,Femmina,0,01-01-2001
Barbados,Femmina,0,01-01-2002
Barbados,Femmina,0,01-01-2003
Barbados,Femmina,0,01-01-2004
Barbados,Femmina,0,01-01-2005
Barbados,Femmina,0,01-01-2006
Barbados,Femmina,0,01-01-2007
Barbados,Femmina,1,01-01-2008
Barbados,Femmina,1,01-01-2009
Barbados,Femmina,1,01-01-2010
Barbados,Femmina,1,01-01-2011
Barbados,Femmina,1,01-01-2012
Barbados,Femmina,2,01-01-2013
Belgio,Femmina,143,01-01-1987
Belgio,Femmina,143,01-01-1988
Belgio,Femmina,146,01-01-1989
Belgio,Femmina,149,01-01-1990
Belgio,Femmina,83,01-01-1991
Belgio,Femmina,0,01-01-1992
Belgio,Femmina,163,01-01-1993
Belgio,Femmina,165,01-01-1994
Belgio,Femmina,176,01-01-1995
Belgio,Femmina,188,01-01-1996
Belgio,Femmina,193,01-01-1997
Belgio,Femmina,200,01-01-1998
Belgio,Femmina,203,01-01-1999
Belgio,Femmina,212,01-01-2000
Belgio,Femmina,224,01-01-2001
Belgio,Femmina,221,01-01-2002
Belgio,Femmina,129,01-01-2003
Belgio,Femmina,145,01-01-2004
Belgio,Femmina,164,01-01-2005
Belgio,Femmina,156,01-01-2006
Belgio,Femmina,165,01-01-2007
Belgio,Femmina,172,01-01-2008
Belgio,Femmina,177,01-01-2009
Belgio,Femmina,179,01-01-2010
Belgio,Femmina,181,01-01-2011
Belgio,Femmina,188,01-01-2012
Belgio,Femmina,165,01-01-2013
Belize,Femmina,0,01-01-1987
Belize,Femmina,0,01-01-1988
Belize,Femmina,0,01-01-1989
Belize,Femmina,0,01-01-1990
Belize,Femmina,0,01-01-1991
Belize,Femmina,0,01-01-1992
Belize,Femmina,0,01-01-1993
Belize,Femmina,0,01-01-1994
Belize,Femmina,0,01-01-1995
Belize,Femmina,0,01-01-1996
Belize,Femmina,0,01-01-1997
Belize,Femmina,0,01-01-1998
Belize,Femmina,0,01-01-1999
Belize,Femmina,1,01-01-2000
Belize,Femmina,1,01-01-2001
Belize,Femmina,1,01-01-2002
Belize,Femmina,0,01-01-2003
Belize,Femmina,0,01-01-2004
Belize,Femmina,0,01-01-2005
Belize,Femmina,0,01-01-2006
Belize,Femmina,0,01-01-2007
Belize,Femmina,0,01-01-2008
Belize,Femmina,0,01-01-2009
Belize,Femmina,0,01-01-2010
Belize,Femmina,0,01-01-2011
Belize,Femmina,0,01-01-2012
Belize,Femmina,0,01-01-2013
Benin (Dahomey),Femmina,0,01-01-1987
Benin (Dahomey),Femmina,0,01-01-1988
Benin (Dahomey),Femmina,0,01-01-1989
Benin (Dahomey),Femmina,0,01-01-1990
Benin (Dahomey),Femmina,2,01-01-1991
Benin (Dahomey),Femmina,0,01-01-1992
Benin (Dahomey),Femmina,2,01-01-1993
Benin (Dahomey),Femmina,5,01-01-1994
Benin (Dahomey),Femmina,5,01-01-1995
Benin (Dahomey),Femmina,5,01-01-1996
Benin (Dahomey),Femmina,8,01-01-1997
Benin (Dahomey),Femmina,9,01-01-1998
Benin (Dahomey),Femmina,9,01-01-1999
Benin (Dahomey),Femmina,9,01-01-2000
Benin (Dahomey),Femmina,9,01-01-2001
Benin (Dahomey),Femmina,13,01-01-2002
Benin (Dahomey),Femmina,4,01-01-2003
Benin (Dahomey),Femmina,3,01-01-2004
Benin (Dahomey),Femmina,6,01-01-2005
Benin (Dahomey),Femmina,6,01-01-2006
Benin (Dahomey),Femmina,8,01-01-2007
Benin (Dahomey),Femmina,7,01-01-2008
Benin (Dahomey),Femmina,6,01-01-2009
Benin (Dahomey),Femmina,8,01-01-2010
Benin (Dahomey),Femmina,8,01-01-2011
Benin (Dahomey),Femmina,10,01-01-2012
Benin (Dahomey),Femmina,13,01-01-2013
Bielorussia,Femmina,0,01-01-1987
Bielorussia,Femmina,0,01-01-1988
Bielorussia,Femmina,0,01-01-1989
Bielorussia,Femmina,0,01-01-1990
Bielorussia,Femmina,0,01-01-1991
Bielorussia,Femmina,0,01-01-1992
Bielorussia,Femmina,0,01-01-1993
Bielorussia,Femmina,0,01-01-1994
Bielorussia,Femmina,1,01-01-1995
Bielorussia,Femmina,2,01-01-1996
Bielorussia,Femmina,3,01-01-1997
Bielorussia,Femmina,4,01-01-1998
Bielorussia,Femmina,3,01-01-1999
Bielorussia,Femmina,5,01-01-2000
Bielorussia,Femmina,7,01-01-2001
Bielorussia,Femmina,14,01-01-2002
Bielorussia,Femmina,17,01-01-2003
Bielorussia,Femmina,32,01-01-2004
Bielorussia,Femmina,52,01-01-2005
Bielorussia,Femmina,65,01-01-2006
Bielorussia,Femmina,70,01-01-2007
Bielorussia,Femmina,74,01-01-2008
Bielorussia,Femmina,89,01-01-2009
Bielorussia,Femmina,111,01-01-2010
Bielorussia,Femmina,147,01-01-2011
Bielorussia,Femmina,189,01-01-2012
Bielorussia,Femmina,207,01-01-2013
Bolivia,Femmina,9,01-01-1987
Bolivia,Femmina,13,01-01-1988
Bolivia,Femmina,13,01-01-1989
Bolivia,Femmina,12,01-01-1990
Bolivia,Femmina,36,01-01-1991
Bolivia,Femmina,0,01-01-1992
Bolivia,Femmina,26,01-01-1993
Bolivia,Femmina,24,01-01-1994
Bolivia,Femmina,23,01-01-1995
Bolivia,Femmina,24,01-01-1996
Bolivia,Femmina,28,01-01-1997
Bolivia,Femmina,37,01-01-1998
Bolivia,Femmina,39,01-01-1999
Bolivia,Femmina,53,01-01-2000
Bolivia,Femmina,59,01-01-2001
Bolivia,Femmina,68,01-01-2002
Bolivia,Femmina,69,01-01-2003
Bolivia,Femmina,183,01-01-2004
Bolivia,Femmina,259,01-01-2005
Bolivia,Femmina,301,01-01-2006
Bolivia,Femmina,328,01-01-2007
Bolivia,Femmina,359,01-01-2008
Bolivia,Femmina,492,01-01-2009
Bolivia,Femmina,772,01-01-2010
Bolivia,Femmina,1099,01-01-2011
Bolivia,Femmina,1283,01-01-2012
Bolivia,Femmina,1346,01-01-2013
Bosnia-Erzegovina,Femmina,0,01-01-1987
Bosnia-Erzegovina,Femmina,0,01-01-1988
Bosnia-Erzegovina,Femmina,0,01-01-1989
Bosnia-Erzegovina,Femmina,0,01-01-1990
Bosnia-Erzegovina,Femmina,0,01-01-1991
Bosnia-Erzegovina,Femmina,0,01-01-1992
Bosnia-Erzegovina,Femmina,2,01-01-1993
Bosnia-Erzegovina,Femmina,21,01-01-1994
Bosnia-Erzegovina,Femmina,55,01-01-1995
Bosnia-Erzegovina,Femmina,67,01-01-1996
Bosnia-Erzegovina,Femmina,74,01-01-1997
Bosnia-Erzegovina,Femmina,84,01-01-1998
Bosnia-Erzegovina,Femmina,88,01-01-1999
Bosnia-Erzegovina,Femmina,104,01-01-2000
Bosnia-Erzegovina,Femmina,119,01-01-2001
Bosnia-Erzegovina,Femmina,129,01-01-2002
Bosnia-Erzegovina,Femmina,82,01-01-2003
Bosnia-Erzegovina,Femmina,95,01-01-2004
Bosnia-Erzegovina,Femmina,105,01-01-2005
Bosnia-Erzegovina,Femmina,116,01-01-2006
Bosnia-Erzegovina,Femmina,117,01-01-2007
Bosnia-Erzegovina,Femmina,117,01-01-2008
Bosnia-Erzegovina,Femmina,122,01-01-2009
Bosnia-Erzegovina,Femmina,118,01-01-2010
Bosnia-Erzegovina,Femmina,112,01-01-2011
Bosnia-Erzegovina,Femmina,152,01-01-2012
Bosnia-Erzegovina,Femmina,149,01-01-2013
Brasile,Femmina,212,01-01-1987
Brasile,Femmina,248,01-01-1988
Brasile,Femmina,281,01-01-1989
Brasile,Femmina,378,01-01-1990
Brasile,Femmina,368,01-01-1991
Brasile,Femmina,567,01-01-1992
Brasile,Femmina,628,01-01-1993
Brasile,Femmina,677,01-01-1994
Brasile,Femmina,740,01-01-1995
Brasile,Femmina,777,01-01-1996
Brasile,Femmina,854,01-01-1997
Brasile,Femmina,1040,01-01-1998
Brasile,Femmina,1056,01-01-1999
Brasile,Femmina,1154,01-01-2000
Brasile,Femmina,1244,01-01-2001
Brasile,Femmina,1251,01-01-2002
Brasile,Femmina,977,01-01-2003
Brasile,Femmina,1214,01-01-2004
Brasile,Femmina,1545,01-01-2005
Brasile,Femmina,1607,01-01-2006
Brasile,Femmina,1619,01-01-2007
Brasile,Femmina,1621,01-01-2008
Brasile,Femmina,1803,01-01-2009
Brasile,Femmina,2007,01-01-2010
Brasile,Femmina,2242,01-01-2011
Brasile,Femmina,2472,01-01-2012
Brasile,Femmina,2360,01-01-2013
Bulgaria,Femmina,39,01-01-1987
Bulgaria,Femmina,42,01-01-1988
Bulgaria,Femmina,44,01-01-1989
Bulgaria,Femmina,46,01-01-1990
Bulgaria,Femmina,44,01-01-1991
Bulgaria,Femmina,0,01-01-1992
Bulgaria,Femmina,86,01-01-1993
Bulgaria,Femmina,96,01-01-1994
Bulgaria,Femmina,97,01-01-1995
Bulgaria,Femmina,117,01-01-1996
Bulgaria,Femmina,134,01-01-1997
Bulgaria,Femmina,185,01-01-1998
Bulgaria,Femmina,212,01-01-1999
Bulgaria,Femmina,275,01-01-2000
Bulgaria,Femmina,305,01-01-2001
Bulgaria,Femmina,320,01-01-2002
Bulgaria,Femmina,280,01-01-2003
Bulgaria,Femmina,405,01-01-2004
Bulgaria,Femmina,457,01-01-2005
Bulgaria,Femmina,493,01-01-2006
Bulgaria,Femmina,559,01-01-2007
Bulgaria,Femmina,637,01-01-2008
Bulgaria,Femmina,720,01-01-2009
Bulgaria,Femmina,838,01-01-2010
Bulgaria,Femmina,895,01-01-2011
Bulgaria,Femmina,1035,01-01-2012
Bulgaria,Femmina,1006,01-01-2013
Burkina Faso (Alto Volta),Femmina,0,01-01-1987
Burkina Faso (Alto Volta),Femmina,0,01-01-1988
Burkina Faso (Alto Volta),Femmina,1,01-01-1989
Burkina Faso (Alto Volta),Femmina,1,01-01-1990
Burkina Faso (Alto Volta),Femmina,3,01-01-1991
Burkina Faso (Alto Volta),Femmina,0,01-01-1992
Burkina Faso (Alto Volta),Femmina,0,01-01-1993
Burkina Faso (Alto Volta),Femmina,3,01-01-1994
Burkina Faso (Alto Volta),Femmina,6,01-01-1995
Burkina Faso (Alto Volta),Femmina,8,01-01-1996
Burkina Faso (Alto Volta),Femmina,8,01-01-1997
Burkina Faso (Alto Volta),Femmina,13,01-01-1998
Burkina Faso (Alto Volta),Femmina,12,01-01-1999
Burkina Faso (Alto Volta),Femmina,12,01-01-2000
Burkina Faso (Alto Volta),Femmina,14,01-01-2001
Burkina Faso (Alto Volta),Femmina,15,01-01-2002
Burkina Faso (Alto Volta),Femmina,15,01-01-2003
Burkina Faso (Alto Volta),Femmina,18,01-01-2004
Burkina Faso (Alto Volta),Femmina,18,01-01-2005
Burkina Faso (Alto Volta),Femmina,16,01-01-2006
Burkina Faso (Alto Volta),Femmina,16,01-01-2007
Burkina Faso (Alto Volta),Femmina,13,01-01-2008
Burkina Faso (Alto Volta),Femmina,17,01-01-2009
Burkina Faso (Alto Volta),Femmina,17,01-01-2010
Burkina Faso (Alto Volta),Femmina,17,01-01-2011
Burkina Faso (Alto Volta),Femmina,16,01-01-2012
Burkina Faso (Alto Volta),Femmina,16,01-01-2013
Burundi,Femmina,0,01-01-1987
Burundi,Femmina,3,01-01-1988
Burundi,Femmina,3,01-01-1989
Burundi,Femmina,3,01-01-1990
Burundi,Femmina,5,01-01-1991
Burundi,Femmina,0,01-01-1992
Burundi,Femmina,6,01-01-1993
Burundi,Femmina,5,01-01-1994
Burundi,Femmina,6,01-01-1995
Burundi,Femmina,6,01-01-1996
Burundi,Femmina,10,01-01-1997
Burundi,Femmina,15,01-01-1998
Burundi,Femmina,14,01-01-1999
Burundi,Femmina,16,01-01-2000
Burundi,Femmina,15,01-01-2001
Burundi,Femmina,14,01-01-2002
Burundi,Femmina,10,01-01-2003
Burundi,Femmina,10,01-01-2004
Burundi,Femmina,11,01-01-2005
Burundi,Femmina,10,01-01-2006
Burundi,Femmina,9,01-01-2007
Burundi,Femmina,8,01-01-2008
Burundi,Femmina,8,01-01-2009
Burundi,Femmina,6,01-01-2010
Burundi,Femmina,6,01-01-2011
Burundi,Femmina,6,01-01-2012
Burundi,Femmina,6,01-01-2013
Cambogia,Femmina,1,01-01-1987
Cambogia,Femmina,1,01-01-1988
Cambogia,Femmina,0,01-01-1989
Cambogia,Femmina,0,01-01-1990
Cambogia,Femmina,2,01-01-1991
Cambogia,Femmina,0,01-01-1992
Cambogia,Femmina,0,01-01-1993
Cambogia,Femmina,0,01-01-1994
Cambogia,Femmina,0,01-01-1995
Cambogia,Femmina,0,01-01-1996
Cambogia,Femmina,0,01-01-1997
Cambogia,Femmina,0,01-01-1998
Cambogia,Femmina,0,01-01-1999
Cambogia,Femmina,0,01-01-2000
Cambogia,Femmina,0,01-01-2001
Cambogia,Femmina,0,01-01-2002
Cambogia,Femmina,0,01-01-2003
Cambogia,Femmina,0,01-01-2004
Cambogia,Femmina,2,01-01-2005
Cambogia,Femmina,0,01-01-2006
Cambogia,Femmina,1,01-01-2007
Cambogia,Femmina,2,01-01-2008
Cambogia,Femmina,0,01-01-2009
Cambogia,Femmina,0,01-01-2010
Cambogia,Femmina,1,01-01-2011
Cambogia,Femmina,0,01-01-2012
Cambogia,Femmina,0,01-01-2013
Camerun,Femmina,15,01-01-1987
Camerun,Femmina,13,01-01-1988
Camerun,Femmina,12,01-01-1989
Camerun,Femmina,15,01-01-1990
Camerun,Femmina,3,01-01-1991
Camerun,Femmina,0,01-01-1992
Camerun,Femmina,28,01-01-1993
Camerun,Femmina,34,01-01-1994
Camerun,Femmina,38,01-01-1995
Camerun,Femmina,42,01-01-1996
Camerun,Femmina,46,01-01-1997
Camerun,Femmina,49,01-01-1998
Camerun,Femmina,53,01-01-1999
Camerun,Femmina,55,01-01-2000
Camerun,Femmina,62,01-01-2001
Camerun,Femmina,71,01-01-2002
Camerun,Femmina,51,01-01-2003
Camerun,Femmina,62,01-01-2004
Camerun,Femmina,83,01-01-2005
Camerun,Femmina,91,01-01-2006
Camerun,Femmina,95,01-01-2007
Camerun,Femmina,100,01-01-2008
Camerun,Femmina,116,01-01-2009
Camerun,Femmina,133,01-01-2010
Camerun,Femmina,138,01-01-2011
Camerun,Femmina,166,01-01-2012
Camerun,Femmina,184,01-01-2013
Canada,Femmina,63,01-01-1987
Canada,Femmina,65,01-01-1988
Canada,Femmina,66,01-01-1989
Canada,Femmina,67,01-01-1990
Canada,Femmina,46,01-01-1991
Canada,Femmina,0,01-01-1992
Canada,Femmina,76,01-01-1993
Canada,Femmina,79,01-01-1994
Canada,Femmina,95,01-01-1995
Canada,Femmina,95,01-01-1996
Canada,Femmina,96,01-01-1997
Canada,Femmina,106,01-01-1998
Canada,Femmina,110,01-01-1999
Canada,Femmina,118,01-01-2000
Canada,Femmina,122,01-01-2001
Canada,Femmina,121,01-01-2002
Canada,Femmina,66,01-01-2003
Canada,Femmina,73,01-01-2004
Canada,Femmina,86,01-01-2005
Canada,Femmina,87,01-01-2006
Canada,Femmina,88,01-01-2007
Canada,Femmina,94,01-01-2008
Canada,Femmina,97,01-01-2009
Canada,Femmina,103,01-01-2010
Canada,Femmina,100,01-01-2011
Canada,Femmina,117,01-01-2012
Canada,Femmina,114,01-01-2013
Capo Verde,Femmina,53,01-01-1987
Capo Verde,Femmina,57,01-01-1988
Capo Verde,Femmina,59,01-01-1989
Capo Verde,Femmina,64,01-01-1990
Capo Verde,Femmina,36,01-01-1991
Capo Verde,Femmina,0,01-01-1992
Capo Verde,Femmina,65,01-01-1993
Capo Verde,Femmina,71,01-01-1994
Capo Verde,Femmina,87,01-01-1995
Capo Verde,Femmina,92,01-01-1996
Capo Verde,Femmina,89,01-01-1997
Capo Verde,Femmina,97,01-01-1998
Capo Verde,Femmina,101,01-01-1999
Capo Verde,Femmina,109,01-01-2000
Capo Verde,Femmina,129,01-01-2001
Capo Verde,Femmina,138,01-01-2002
Capo Verde,Femmina,112,01-01-2003
Capo Verde,Femmina,136,01-01-2004
Capo Verde,Femmina,149,01-01-2005
Capo Verde,Femmina,157,01-01-2006
Capo Verde,Femmina,156,01-01-2007
Capo Verde,Femmina,152,01-01-2008
Capo Verde,Femmina,151,01-01-2009
Capo Verde,Femmina,148,01-01-2010
Capo Verde,Femmina,142,01-01-2011
Capo Verde,Femmina,142,01-01-2012
Capo Verde,Femmina,137,01-01-2013
Ceca. Rep.,Femmina,0,01-01-1987
Ceca. Rep.,Femmina,0,01-01-1988
Ceca. Rep.,Femmina,0,01-01-1989
Ceca. Rep.,Femmina,0,01-01-1990
Ceca. Rep.,Femmina,0,01-01-1991
Ceca. Rep.,Femmina,0,01-01-1992
Ceca. Rep.,Femmina,0,01-01-1993
Ceca. Rep.,Femmina,0,01-01-1994
Ceca. Rep.,Femmina,0,01-01-1995
Ceca. Rep.,Femmina,106,01-01-1996
Ceca. Rep.,Femmina,111,01-01-1997
Ceca. Rep.,Femmina,117,01-01-1998
Ceca. Rep.,Femmina,118,01-01-1999
Ceca. Rep.,Femmina,119,01-01-2000
Ceca. Rep.,Femmina,134,01-01-2001
Ceca. Rep.,Femmina,140,01-01-2002
Ceca. Rep.,Femmina,85,01-01-2003
Ceca. Rep.,Femmina,98,01-01-2004
Ceca. Rep.,Femmina,118,01-01-2005
Ceca. Rep.,Femmina,126,01-01-2006
Ceca. Rep.,Femmina,136,01-01-2007
Ceca. Rep.,Femmina,140,01-01-2008
Ceca. Rep.,Femmina,153,01-01-2009
Ceca. Rep.,Femmina,156,01-01-2010
Ceca. Rep.,Femmina,167,01-01-2011
Ceca. Rep.,Femmina,185,01-01-2012
Ceca. Rep.,Femmina,170,01-01-2013
Cecoslovacchia,Femmina,46,01-01-1987
Cecoslovacchia,Femmina,51,01-01-1988
Cecoslovacchia,Femmina,60,01-01-1989
Cecoslovacchia,Femmina,60,01-01-1990
Cecoslovacchia,Femmina,46,01-01-1991
Cecoslovacchia,Femmina,0,01-01-1992
Cecoslovacchia,Femmina,76,01-01-1993
Cecoslovacchia,Femmina,93,01-01-1994
Cecoslovacchia,Femmina,106,01-01-1995
Cecoslovacchia,Femmina,0,01-01-1996
Cecoslovacchia,Femmina,0,01-01-1997
Cecoslovacchia,Femmina,0,01-01-1998
Cecoslovacchia,Femmina,0,01-01-1999
Cecoslovacchia,Femmina,0,01-01-2000
Cecoslovacchia,Femmina,0,01-01-2001
Cecoslovacchia,Femmina,0,01-01-2002
Cecoslovacchia,Femmina,0,01-01-2003
Cecoslovacchia,Femmina,0,01-01-2004
Cecoslovacchia,Femmina,0,01-01-2005
Cecoslovacchia,Femmina,0,01-01-2006
Cecoslovacchia,Femmina,0,01-01-2007
Cecoslovacchia,Femmina,0,01-01-2008
Cecoslovacchia,Femmina,0,01-01-2009
Cecoslovacchia,Femmina,0,01-01-2010
Cecoslovacchia,Femmina,0,01-01-2011
Cecoslovacchia,Femmina,0,01-01-2012
Cecoslovacchia,Femmina,0,01-01-2013
Centrafricana Rep.,Femmina,0,01-01-1987
Centrafricana Rep.,Femmina,0,01-01-1988
Centrafricana Rep.,Femmina,0,01-01-1989
Centrafricana Rep.,Femmina,1,01-01-1990
Centrafricana Rep.,Femmina,4,01-01-1991
Centrafricana Rep.,Femmina,0,01-01-1992
Centrafricana Rep.,Femmina,1,01-01-1993
Centrafricana Rep.,Femmina,0,01-01-1994
Centrafricana Rep.,Femmina,0,01-01-1995
Centrafricana Rep.,Femmina,0,01-01-1996
Centrafricana Rep.,Femmina,1,01-01-1997
Centrafricana Rep.,Femmina,1,01-01-1998
Centrafricana Rep.,Femmina,1,01-01-1999
Centrafricana Rep.,Femmina,1,01-01-2000
Centrafricana Rep.,Femmina,1,01-01-2001
Centrafricana Rep.,Femmina,1,01-01-2002
Centrafricana Rep.,Femmina,1,01-01-2003
Centrafricana Rep.,Femmina,1,01-01-2004
Centrafricana Rep.,Femmina,0,01-01-2005
Centrafricana Rep.,Femmina,1,01-01-2006
