Origin,Sex,Value,Date
Dominica,Maschio,1,01-01-2004
Dominica,Maschio,0,01-01-2005
Dominica,Maschio,0,01-01-2006
Dominica,Maschio,0,01-01-2007
Dominica,Maschio,0,01-01-2008
Dominica,Maschio,0,01-01-2009
Dominica,Maschio,0,01-01-2010
Dominica,Maschio,0,01-01-2011
Dominica,Maschio,0,01-01-2012
Dominica,Maschio,0,01-01-2013
Dominicana. Repubblica,Maschio,7,01-01-1987
Dominicana. Repubblica,Maschio,9,01-01-1988
Dominicana. Repubblica,Maschio,10,01-01-1989
Dominicana. Repubblica,Maschio,20,01-01-1990
Dominicana. Repubblica,Maschio,21,01-01-1991
Dominicana. Repubblica,Maschio,0,01-01-1992
Dominicana. Repubblica,Maschio,35,01-01-1993
Dominicana. Repubblica,Maschio,38,01-01-1994
Dominicana. Repubblica,Maschio,48,01-01-1995
Dominicana. Repubblica,Maschio,51,01-01-1996
Dominicana. Repubblica,Maschio,80,01-01-1997
Dominicana. Repubblica,Maschio,134,01-01-1998
Dominicana. Repubblica,Maschio,148,01-01-1999
Dominicana. Repubblica,Maschio,180,01-01-2000
Dominicana. Repubblica,Maschio,208,01-01-2001
Dominicana. Repubblica,Maschio,226,01-01-2002
Dominicana. Repubblica,Maschio,201,01-01-2003
Dominicana. Repubblica,Maschio,220,01-01-2004
Dominicana. Repubblica,Maschio,244,01-01-2005
Dominicana. Repubblica,Maschio,262,01-01-2006
Dominicana. Repubblica,Maschio,269,01-01-2007
Dominicana. Repubblica,Maschio,272,01-01-2008
Dominicana. Repubblica,Maschio,335,01-01-2009
Dominicana. Repubblica,Maschio,358,01-01-2010
Dominicana. Repubblica,Maschio,399,01-01-2011
Dominicana. Repubblica,Maschio,447,01-01-2012
Dominicana. Repubblica,Maschio,464,01-01-2013
Ecuador,Maschio,3,01-01-1987
Ecuador,Maschio,8,01-01-1988
Ecuador,Maschio,9,01-01-1989
Ecuador,Maschio,13,01-01-1990
Ecuador,Maschio,21,01-01-1991
Ecuador,Maschio,0,01-01-1992
Ecuador,Maschio,21,01-01-1993
Ecuador,Maschio,23,01-01-1994
Ecuador,Maschio,36,01-01-1995
Ecuador,Maschio,54,01-01-1996
Ecuador,Maschio,139,01-01-1997
Ecuador,Maschio,253,01-01-1998
Ecuador,Maschio,396,01-01-1999
Ecuador,Maschio,711,01-01-2000
Ecuador,Maschio,978,01-01-2001
Ecuador,Maschio,1159,01-01-2002
Ecuador,Maschio,1509,01-01-2003
Ecuador,Maschio,4266,01-01-2004
Ecuador,Maschio,5120,01-01-2005
Ecuador,Maschio,5250,01-01-2006
Ecuador,Maschio,5081,01-01-2007
Ecuador,Maschio,4998,01-01-2008
Ecuador,Maschio,5368,01-01-2009
Ecuador,Maschio,5673,01-01-2010
Ecuador,Maschio,6016,01-01-2011
Ecuador,Maschio,6389,01-01-2012
Ecuador,Maschio,6348,01-01-2013
Egitto,Maschio,2401,01-01-1987
Egitto,Maschio,2663,01-01-1988
Egitto,Maschio,2795,01-01-1989
Egitto,Maschio,3340,01-01-1990
Egitto,Maschio,2080,01-01-1991
Egitto,Maschio,4748,01-01-1992
Egitto,Maschio,4950,01-01-1993
Egitto,Maschio,5145,01-01-1994
Egitto,Maschio,5125,01-01-1995
Egitto,Maschio,5695,01-01-1996
Egitto,Maschio,6818,01-01-1997
Egitto,Maschio,8057,01-01-1998
Egitto,Maschio,8570,01-01-1999
Egitto,Maschio,9803,01-01-2000
Egitto,Maschio,11725,01-01-2001
Egitto,Maschio,11580,01-01-2002
Egitto,Maschio,9384,01-01-2003
Egitto,Maschio,14451,01-01-2004
Egitto,Maschio,16175,01-01-2005
Egitto,Maschio,16879,01-01-2006
Egitto,Maschio,17379,01-01-2007
Egitto,Maschio,17694,01-01-2008
Egitto,Maschio,19200,01-01-2009
Egitto,Maschio,21347,01-01-2010
Egitto,Maschio,24114,01-01-2011
Egitto,Maschio,27291,01-01-2012
Egitto,Maschio,27869,01-01-2013
El Salvador,Maschio,99,01-01-1987
El Salvador,Maschio,119,01-01-1988
El Salvador,Maschio,128,01-01-1989
El Salvador,Maschio,179,01-01-1990
El Salvador,Maschio,139,01-01-1991
El Salvador,Maschio,276,01-01-1992
El Salvador,Maschio,296,01-01-1993
El Salvador,Maschio,323,01-01-1994
El Salvador,Maschio,347,01-01-1995
El Salvador,Maschio,367,01-01-1996
El Salvador,Maschio,406,01-01-1997
El Salvador,Maschio,490,01-01-1998
El Salvador,Maschio,515,01-01-1999
El Salvador,Maschio,600,01-01-2000
El Salvador,Maschio,682,01-01-2001
El Salvador,Maschio,702,01-01-2002
El Salvador,Maschio,665,01-01-2003
El Salvador,Maschio,826,01-01-2004
El Salvador,Maschio,920,01-01-2005
El Salvador,Maschio,943,01-01-2006
El Salvador,Maschio,954,01-01-2007
El Salvador,Maschio,963,01-01-2008
El Salvador,Maschio,1021,01-01-2009
El Salvador,Maschio,1129,01-01-2010
El Salvador,Maschio,1319,01-01-2011
El Salvador,Maschio,1542,01-01-2012
El Salvador,Maschio,1664,01-01-2013
Emirati Arabi Uniti,Maschio,0,01-01-1987
Emirati Arabi Uniti,Maschio,0,01-01-1988
Emirati Arabi Uniti,Maschio,0,01-01-1989
Emirati Arabi Uniti,Maschio,0,01-01-1990
Emirati Arabi Uniti,Maschio,4,01-01-1991
Emirati Arabi Uniti,Maschio,0,01-01-1992
Emirati Arabi Uniti,Maschio,0,01-01-1993
Emirati Arabi Uniti,Maschio,0,01-01-1994
Emirati Arabi Uniti,Maschio,0,01-01-1995
Emirati Arabi Uniti,Maschio,0,01-01-1996
Emirati Arabi Uniti,Maschio,0,01-01-1997
Emirati Arabi Uniti,Maschio,0,01-01-1998
Emirati Arabi Uniti,Maschio,0,01-01-1999
Emirati Arabi Uniti,Maschio,0,01-01-2000
Emirati Arabi Uniti,Maschio,0,01-01-2001
Emirati Arabi Uniti,Maschio,0,01-01-2002
Emirati Arabi Uniti,Maschio,0,01-01-2003
Emirati Arabi Uniti,Maschio,0,01-01-2004
Emirati Arabi Uniti,Maschio,0,01-01-2005
Emirati Arabi Uniti,Maschio,0,01-01-2006
Emirati Arabi Uniti,Maschio,0,01-01-2007
Emirati Arabi Uniti,Maschio,0,01-01-2008
Emirati Arabi Uniti,Maschio,0,01-01-2009
Emirati Arabi Uniti,Maschio,0,01-01-2010
Emirati Arabi Uniti,Maschio,0,01-01-2011
Emirati Arabi Uniti,Maschio,0,01-01-2012
Emirati Arabi Uniti,Maschio,0,01-01-2013
Eritrea,Maschio,0,01-01-1987
Eritrea,Maschio,0,01-01-1988
Eritrea,Maschio,0,01-01-1989
Eritrea,Maschio,0,01-01-1990
Eritrea,Maschio,0,01-01-1991
Eritrea,Maschio,0,01-01-1992
Eritrea,Maschio,0,01-01-1993
Eritrea,Maschio,6,01-01-1994
Eritrea,Maschio,52,01-01-1995
Eritrea,Maschio,71,01-01-1996
Eritrea,Maschio,121,01-01-1997
Eritrea,Maschio,154,01-01-1998
Eritrea,Maschio,223,01-01-1999
Eritrea,Maschio,307,01-01-2000
Eritrea,Maschio,366,01-01-2001
Eritrea,Maschio,388,01-01-2002
Eritrea,Maschio,367,01-01-2003
Eritrea,Maschio,440,01-01-2004
Eritrea,Maschio,580,01-01-2005
Eritrea,Maschio,698,01-01-2006
Eritrea,Maschio,836,01-01-2007
Eritrea,Maschio,891,01-01-2008
Eritrea,Maschio,1024,01-01-2009
Eritrea,Maschio,1078,01-01-2010
Eritrea,Maschio,1026,01-01-2011
Eritrea,Maschio,1028,01-01-2012
Eritrea,Maschio,933,01-01-2013
Estonia,Maschio,0,01-01-1987
Estonia,Maschio,0,01-01-1988
Estonia,Maschio,0,01-01-1989
Estonia,Maschio,0,01-01-1990
Estonia,Maschio,0,01-01-1991
Estonia,Maschio,0,01-01-1992
Estonia,Maschio,0,01-01-1993
Estonia,Maschio,0,01-01-1994
Estonia,Maschio,0,01-01-1995
Estonia,Maschio,0,01-01-1996
Estonia,Maschio,0,01-01-1997
Estonia,Maschio,0,01-01-1998
Estonia,Maschio,0,01-01-1999
Estonia,Maschio,0,01-01-2000
Estonia,Maschio,0,01-01-2001
Estonia,Maschio,0,01-01-2002
Estonia,Maschio,0,01-01-2003
Estonia,Maschio,0,01-01-2004
Estonia,Maschio,0,01-01-2005
Estonia,Maschio,1,01-01-2006
Estonia,Maschio,2,01-01-2007
Estonia,Maschio,2,01-01-2008
Estonia,Maschio,2,01-01-2009
Estonia,Maschio,2,01-01-2010
Estonia,Maschio,2,01-01-2011
Estonia,Maschio,4,01-01-2012
Estonia,Maschio,3,01-01-2013
Etiopia,Maschio,674,01-01-1987
Etiopia,Maschio,679,01-01-1988
Etiopia,Maschio,691,01-01-1989
Etiopia,Maschio,714,01-01-1990
Etiopia,Maschio,374,01-01-1991
Etiopia,Maschio,776,01-01-1992
Etiopia,Maschio,784,01-01-1993
Etiopia,Maschio,783,01-01-1994
Etiopia,Maschio,735,01-01-1995
Etiopia,Maschio,710,01-01-1996
Etiopia,Maschio,649,01-01-1997
Etiopia,Maschio,629,01-01-1998
Etiopia,Maschio,543,01-01-1999
Etiopia,Maschio,480,01-01-2000
Etiopia,Maschio,450,01-01-2001
Etiopia,Maschio,395,01-01-2002
Etiopia,Maschio,176,01-01-2003
Etiopia,Maschio,178,01-01-2004
Etiopia,Maschio,196,01-01-2005
Etiopia,Maschio,198,01-01-2006
Etiopia,Maschio,231,01-01-2007
Etiopia,Maschio,238,01-01-2008
Etiopia,Maschio,275,01-01-2009
Etiopia,Maschio,286,01-01-2010
Etiopia,Maschio,267,01-01-2011
Etiopia,Maschio,280,01-01-2012
Etiopia,Maschio,270,01-01-2013
Filippine,Maschio,207,01-01-1987
Filippine,Maschio,272,01-01-1988
Filippine,Maschio,359,01-01-1989
Filippine,Maschio,556,01-01-1990
Filippine,Maschio,838,01-01-1991
Filippine,Maschio,1550,01-01-1992
Filippine,Maschio,1938,01-01-1993
Filippine,Maschio,2129,01-01-1994
Filippine,Maschio,2373,01-01-1995
Filippine,Maschio,2816,01-01-1996
Filippine,Maschio,4187,01-01-1997
Filippine,Maschio,5973,01-01-1998
Filippine,Maschio,6697,01-01-1999
Filippine,Maschio,7666,01-01-2000
Filippine,Maschio,8493,01-01-2001
Filippine,Maschio,8893,01-01-2002
Filippine,Maschio,8348,01-01-2003
Filippine,Maschio,10220,01-01-2004
Filippine,Maschio,11407,01-01-2005
Filippine,Maschio,11887,01-01-2006
Filippine,Maschio,12174,01-01-2007
Filippine,Maschio,12561,01-01-2008
Filippine,Maschio,13635,01-01-2009
Filippine,Maschio,14763,01-01-2010
Filippine,Maschio,16149,01-01-2011
Filippine,Maschio,17493,01-01-2012
Filippine,Maschio,17994,01-01-2013
Finlandia,Maschio,14,01-01-1987
Finlandia,Maschio,17,01-01-1988
Finlandia,Maschio,18,01-01-1989
Finlandia,Maschio,19,01-01-1990
Finlandia,Maschio,18,01-01-1991
Finlandia,Maschio,0,01-01-1992
Finlandia,Maschio,19,01-01-1993
Finlandia,Maschio,16,01-01-1994
Finlandia,Maschio,22,01-01-1995
Finlandia,Maschio,22,01-01-1996
Finlandia,Maschio,26,01-01-1997
Finlandia,Maschio,28,01-01-1998
Finlandia,Maschio,26,01-01-1999
Finlandia,Maschio,27,01-01-2000
Finlandia,Maschio,33,01-01-2001
Finlandia,Maschio,35,01-01-2002
Finlandia,Maschio,16,01-01-2003
Finlandia,Maschio,17,01-01-2004
Finlandia,Maschio,22,01-01-2005
Finlandia,Maschio,25,01-01-2006
Finlandia,Maschio,24,01-01-2007
Finlandia,Maschio,25,01-01-2008
Finlandia,Maschio,25,01-01-2009
Finlandia,Maschio,27,01-01-2010
Finlandia,Maschio,27,01-01-2011
Finlandia,Maschio,27,01-01-2012
Finlandia,Maschio,24,01-01-2013
Francia,Maschio,965,01-01-1987
Francia,Maschio,1009,01-01-1988
Francia,Maschio,1056,01-01-1989
Francia,Maschio,1090,01-01-1990
Francia,Maschio,592,01-01-1991
Francia,Maschio,1184,01-01-1992
Francia,Maschio,1283,01-01-1993
Francia,Maschio,1387,01-01-1994
Francia,Maschio,1480,01-01-1995
Francia,Maschio,1502,01-01-1996
Francia,Maschio,1601,01-01-1997
Francia,Maschio,1825,01-01-1998
Francia,Maschio,1888,01-01-1999
Francia,Maschio,2037,01-01-2000
Francia,Maschio,2217,01-01-2001
Francia,Maschio,2195,01-01-2002
Francia,Maschio,1104,01-01-2003
Francia,Maschio,1150,01-01-2004
Francia,Maschio,1364,01-01-2005
Francia,Maschio,1441,01-01-2006
Francia,Maschio,1487,01-01-2007
Francia,Maschio,1565,01-01-2008
Francia,Maschio,1684,01-01-2009
Francia,Maschio,1717,01-01-2010
Francia,Maschio,1785,01-01-2011
Francia,Maschio,1872,01-01-2012
Francia,Maschio,1706,01-01-2013
Gabon,Maschio,0,01-01-1987
Gabon,Maschio,0,01-01-1988
Gabon,Maschio,0,01-01-1989
Gabon,Maschio,1,01-01-1990
Gabon,Maschio,1,01-01-1991
Gabon,Maschio,0,01-01-1992
Gabon,Maschio,1,01-01-1993
Gabon,Maschio,1,01-01-1994
Gabon,Maschio,0,01-01-1995
Gabon,Maschio,0,01-01-1996
Gabon,Maschio,0,01-01-1997
Gabon,Maschio,0,01-01-1998
Gabon,Maschio,1,01-01-1999
Gabon,Maschio,1,01-01-2000
Gabon,Maschio,2,01-01-2001
Gabon,Maschio,2,01-01-2002
Gabon,Maschio,1,01-01-2003
Gabon,Maschio,1,01-01-2004
Gabon,Maschio,1,01-01-2005
Gabon,Maschio,2,01-01-2006
Gabon,Maschio,2,01-01-2007
Gabon,Maschio,2,01-01-2008
Gabon,Maschio,0,01-01-2009
Gabon,Maschio,1,01-01-2010
Gabon,Maschio,1,01-01-2011
Gabon,Maschio,2,01-01-2012
Gabon,Maschio,1,01-01-2013
Gambia,Maschio,3,01-01-1987
Gambia,Maschio,3,01-01-1988
Gambia,Maschio,3,01-01-1989
Gambia,Maschio,2,01-01-1990
Gambia,Maschio,6,01-01-1991
Gambia,Maschio,0,01-01-1992
Gambia,Maschio,8,01-01-1993
Gambia,Maschio,8,01-01-1994
Gambia,Maschio,10,01-01-1995
Gambia,Maschio,13,01-01-1996
Gambia,Maschio,25,01-01-1997
Gambia,Maschio,62,01-01-1998
Gambia,Maschio,74,01-01-1999
Gambia,Maschio,119,01-01-2000
Gambia,Maschio,132,01-01-2001
Gambia,Maschio,120,01-01-2002
Gambia,Maschio,59,01-01-2003
Gambia,Maschio,70,01-01-2004
Gambia,Maschio,83,01-01-2005
Gambia,Maschio,88,01-01-2006
Gambia,Maschio,91,01-01-2007
Gambia,Maschio,97,01-01-2008
Gambia,Maschio,105,01-01-2009
Gambia,Maschio,118,01-01-2010
Gambia,Maschio,117,01-01-2011
Gambia,Maschio,133,01-01-2012
Gambia,Maschio,135,01-01-2013
Georgia,Maschio,0,01-01-1987
Georgia,Maschio,0,01-01-1988
Georgia,Maschio,0,01-01-1989
Georgia,Maschio,0,01-01-1990
Georgia,Maschio,0,01-01-1991
Georgia,Maschio,0,01-01-1992
Georgia,Maschio,0,01-01-1993
Georgia,Maschio,0,01-01-1994
Georgia,Maschio,0,01-01-1995
Georgia,Maschio,2,01-01-1996
Georgia,Maschio,0,01-01-1997
Georgia,Maschio,1,01-01-1998
Georgia,Maschio,3,01-01-1999
Georgia,Maschio,4,01-01-2000
Georgia,Maschio,6,01-01-2001
Georgia,Maschio,8,01-01-2002
Georgia,Maschio,5,01-01-2003
Georgia,Maschio,4,01-01-2004
Georgia,Maschio,11,01-01-2005
Georgia,Maschio,17,01-01-2006
Georgia,Maschio,16,01-01-2007
Georgia,Maschio,17,01-01-2008
Georgia,Maschio,28,01-01-2009
Georgia,Maschio,38,01-01-2010
Georgia,Maschio,36,01-01-2011
Georgia,Maschio,45,01-01-2012
Georgia,Maschio,63,01-01-2013
Germania,Maschio,1049,01-01-1987
Germania,Maschio,1028,01-01-1988
Germania,Maschio,1043,01-01-1989
Germania,Maschio,1038,01-01-1990
Germania,Maschio,545,01-01-1991
Germania,Maschio,1027,01-01-1992
Germania,Maschio,1005,01-01-1993
Germania,Maschio,1026,01-01-1994
Germania,Maschio,1036,01-01-1995
Germania,Maschio,1032,01-01-1996
Germania,Maschio,1071,01-01-1997
Germania,Maschio,1161,01-01-1998
Germania,Maschio,1156,01-01-1999
Germania,Maschio,1161,01-01-2000
Germania,Maschio,1196,01-01-2001
Germania,Maschio,1114,01-01-2002
Germania,Maschio,698,01-01-2003
Germania,Maschio,735,01-01-2004
Germania,Maschio,794,01-01-2005
Germania,Maschio,815,01-01-2006
Germania,Maschio,827,01-01-2007
Germania,Maschio,820,01-01-2008
Germania,Maschio,863,01-01-2009
Germania,Maschio,864,01-01-2010
Germania,Maschio,884,01-01-2011
Germania,Maschio,904,01-01-2012
Germania,Maschio,824,01-01-2013
Germania Democratica,Maschio,0,01-01-1987
Germania Democratica,Maschio,0,01-01-1988
Germania Democratica,Maschio,1,01-01-1989
Germania Democratica,Maschio,0,01-01-1990
Germania Democratica,Maschio,0,01-01-1991
Germania Democratica,Maschio,0,01-01-1992
Germania Democratica,Maschio,0,01-01-1993
Germania Democratica,Maschio,0,01-01-1994
Germania Democratica,Maschio,0,01-01-1995
Germania Democratica,Maschio,0,01-01-1996
Germania Democratica,Maschio,0,01-01-1997
Germania Democratica,Maschio,0,01-01-1998
Germania Democratica,Maschio,0,01-01-1999
Germania Democratica,Maschio,0,01-01-2000
Germania Democratica,Maschio,0,01-01-2001
Germania Democratica,Maschio,0,01-01-2002
Germania Democratica,Maschio,0,01-01-2003
Germania Democratica,Maschio,0,01-01-2004
Germania Democratica,Maschio,0,01-01-2005
Germania Democratica,Maschio,0,01-01-2006
Germania Democratica,Maschio,0,01-01-2007
Germania Democratica,Maschio,0,01-01-2008
Germania Democratica,Maschio,0,01-01-2009
Germania Democratica,Maschio,0,01-01-2010
Germania Democratica,Maschio,0,01-01-2011
Germania Democratica,Maschio,0,01-01-2012
Germania Democratica,Maschio,0,01-01-2013
Ghana,Maschio,9,01-01-1987
Ghana,Maschio,11,01-01-1988
Ghana,Maschio,10,01-01-1989
Ghana,Maschio,15,01-01-1990
Ghana,Maschio,10,01-01-1991
Ghana,Maschio,0,01-01-1992
Ghana,Maschio,85,01-01-1993
Ghana,Maschio,87,01-01-1994
Ghana,Maschio,82,01-01-1995
Ghana,Maschio,83,01-01-1996
Ghana,Maschio,83,01-01-1997
Ghana,Maschio,91,01-01-1998
Ghana,Maschio,93,01-01-1999
Ghana,Maschio,95,01-01-2000
Ghana,Maschio,102,01-01-2001
Ghana,Maschio,95,01-01-2002
Ghana,Maschio,69,01-01-2003
Ghana,Maschio,69,01-01-2004
Ghana,Maschio,71,01-01-2005
Ghana,Maschio,62,01-01-2006
Ghana,Maschio,63,01-01-2007
Ghana,Maschio,54,01-01-2008
Ghana,Maschio,71,01-01-2009
Ghana,Maschio,78,01-01-2010
Ghana,Maschio,79,01-01-2011
Ghana,Maschio,126,01-01-2012
Ghana,Maschio,116,01-01-2013
Giamaica,Maschio,2,01-01-1987
Giamaica,Maschio,2,01-01-1988
Giamaica,Maschio,2,01-01-1989
Giamaica,Maschio,2,01-01-1990
Giamaica,Maschio,2,01-01-1991
Giamaica,Maschio,0,01-01-1992
Giamaica,Maschio,3,01-01-1993
Giamaica,Maschio,3,01-01-1994
Giamaica,Maschio,3,01-01-1995
Giamaica,Maschio,3,01-01-1996
Giamaica,Maschio,3,01-01-1997
Giamaica,Maschio,4,01-01-1998
Giamaica,Maschio,5,01-01-1999
Giamaica,Maschio,5,01-01-2000
Giamaica,Maschio,5,01-01-2001
Giamaica,Maschio,5,01-01-2002
Giamaica,Maschio,2,01-01-2003
Giamaica,Maschio,3,01-01-2004
Giamaica,Maschio,7,01-01-2005
Giamaica,Maschio,7,01-01-2006
Giamaica,Maschio,7,01-01-2007
Giamaica,Maschio,6,01-01-2008
Giamaica,Maschio,10,01-01-2009
Giamaica,Maschio,9,01-01-2010
Giamaica,Maschio,10,01-01-2011
Giamaica,Maschio,10,01-01-2012
Giamaica,Maschio,12,01-01-2013
Giappone,Maschio,629,01-01-1987
Giappone,Maschio,698,01-01-1988
Giappone,Maschio,750,01-01-1989
Giappone,Maschio,807,01-01-1990
Giappone,Maschio,596,01-01-1991
Giappone,Maschio,940,01-01-1992
Giappone,Maschio,989,01-01-1993
Giappone,Maschio,1018,01-01-1994
Giappone,Maschio,1044,01-01-1995
Giappone,Maschio,1072,01-01-1996
Giappone,Maschio,1141,01-01-1997
Giappone,Maschio,1175,01-01-1998
Giappone,Maschio,1185,01-01-1999
Giappone,Maschio,1177,01-01-2000
Giappone,Maschio,1249,01-01-2001
Giappone,Maschio,1243,01-01-2002
Giappone,Maschio,649,01-01-2003
Giappone,Maschio,690,01-01-2004
Giappone,Maschio,780,01-01-2005
Giappone,Maschio,818,01-01-2006
Giappone,Maschio,841,01-01-2007
Giappone,Maschio,880,01-01-2008
Giappone,Maschio,934,01-01-2009
Giappone,Maschio,963,01-01-2010
Giappone,Maschio,992,01-01-2011
Giappone,Maschio,1048,01-01-2012
Giappone,Maschio,1029,01-01-2013
Gibuti,Maschio,0,01-01-1987
Gibuti,Maschio,0,01-01-1988
Gibuti,Maschio,0,01-01-1989
Gibuti,Maschio,0,01-01-1990
Gibuti,Maschio,2,01-01-1991
Gibuti,Maschio,0,01-01-1992
Gibuti,Maschio,0,01-01-1993
Gibuti,Maschio,0,01-01-1994
Gibuti,Maschio,0,01-01-1995
Gibuti,Maschio,0,01-01-1996
Gibuti,Maschio,0,01-01-1997
Gibuti,Maschio,0,01-01-1998
Gibuti,Maschio,0,01-01-1999
Gibuti,Maschio,0,01-01-2000
Gibuti,Maschio,0,01-01-2001
Gibuti,Maschio,0,01-01-2002
Gibuti,Maschio,0,01-01-2003
Gibuti,Maschio,0,01-01-2004
Gibuti,Maschio,0,01-01-2005
Gibuti,Maschio,0,01-01-2006
Gibuti,Maschio,0,01-01-2007
Gibuti,Maschio,0,01-01-2008
Gibuti,Maschio,0,01-01-2009
Gibuti,Maschio,0,01-01-2010
Gibuti,Maschio,0,01-01-2011
Gibuti,Maschio,0,01-01-2012
Gibuti,Maschio,0,01-01-2013
Giordania,Maschio,153,01-01-1987
Giordania,Maschio,160,01-01-1988
Giordania,Maschio,161,01-01-1989
Giordania,Maschio,178,01-01-1990
Giordania,Maschio,79,01-01-1991
Giordania,Maschio,0,01-01-1992
Giordania,Maschio,223,01-01-1993
Giordania,Maschio,224,01-01-1994
Giordania,Maschio,205,01-01-1995
Giordania,Maschio,206,01-01-1996
Giordania,Maschio,220,01-01-1997
Giordania,Maschio,229,01-01-1998
Giordania,Maschio,225,01-01-1999
Giordania,Maschio,225,01-01-2000
Giordania,Maschio,235,01-01-2001
Giordania,Maschio,224,01-01-2002
Giordania,Maschio,113,01-01-2003
Giordania,Maschio,135,01-01-2004
Giordania,Maschio,138,01-01-2005
Giordania,Maschio,130,01-01-2006
Giordania,Maschio,126,01-01-2007
Giordania,Maschio,125,01-01-2008
Giordania,Maschio,124,01-01-2009
Giordania,Maschio,117,01-01-2010
Giordania,Maschio,112,01-01-2011
Giordania,Maschio,122,01-01-2012
Giordania,Maschio,111,01-01-2013
Grecia,Maschio,611,01-01-1987
Grecia,Maschio,630,01-01-1988
Grecia,Maschio,647,01-01-1989
Grecia,Maschio,657,01-01-1990
Grecia,Maschio,180,01-01-1991
Grecia,Maschio,693,01-01-1992
Grecia,Maschio,715,01-01-1993
Grecia,Maschio,727,01-01-1994
Grecia,Maschio,727,01-01-1995
Grecia,Maschio,701,01-01-1996
Grecia,Maschio,713,01-01-1997
Grecia,Maschio,736,01-01-1998
Grecia,Maschio,746,01-01-1999
Grecia,Maschio,758,01-01-2000
Grecia,Maschio,761,01-01-2001
Grecia,Maschio,675,01-01-2002
Grecia,Maschio,193,01-01-2003
Grecia,Maschio,197,01-01-2004
Grecia,Maschio,201,01-01-2005
Grecia,Maschio,212,01-01-2006
Grecia,Maschio,210,01-01-2007
Grecia,Maschio,218,01-01-2008
Grecia,Maschio,229,01-01-2009
Grecia,Maschio,241,01-01-2010
Grecia,Maschio,249,01-01-2011
Grecia,Maschio,274,01-01-2012
Grecia,Maschio,249,01-01-2013
Grenada,Maschio,0,01-01-1987
Grenada,Maschio,0,01-01-1988
Grenada,Maschio,0,01-01-1989
Grenada,Maschio,0,01-01-1990
Grenada,Maschio,10,01-01-1991
Grenada,Maschio,0,01-01-1992
Grenada,Maschio,0,01-01-1993
Grenada,Maschio,0,01-01-1994
Grenada,Maschio,0,01-01-1995
Grenada,Maschio,0,01-01-1996
Grenada,Maschio,0,01-01-1997
Grenada,Maschio,0,01-01-1998
Grenada,Maschio,0,01-01-1999
Grenada,Maschio,0,01-01-2000
Grenada,Maschio,0,01-01-2001
Grenada,Maschio,0,01-01-2002
Grenada,Maschio,0,01-01-2003
Grenada,Maschio,0,01-01-2004
Grenada,Maschio,0,01-01-2005
Grenada,Maschio,0,01-01-2006
Grenada,Maschio,0,01-01-2007
Grenada,Maschio,0,01-01-2008
Grenada,Maschio,0,01-01-2009
Grenada,Maschio,0,01-01-2010
Grenada,Maschio,0,01-01-2011
Grenada,Maschio,0,01-01-2012
Grenada,Maschio,0,01-01-2013
Guatemala,Maschio,5,01-01-1987
Guatemala,Maschio,5,01-01-1988
Guatemala,Maschio,5,01-01-1989
Guatemala,Maschio,5,01-01-1990
Guatemala,Maschio,4,01-01-1991
Guatemala,Maschio,0,01-01-1992
Guatemala,Maschio,6,01-01-1993
Guatemala,Maschio,6,01-01-1994
Guatemala,Maschio,7,01-01-1995
Guatemala,Maschio,5,01-01-1996
Guatemala,Maschio,6,01-01-1997
Guatemala,Maschio,7,01-01-1998
Guatemala,Maschio,7,01-01-1999
Guatemala,Maschio,6,01-01-2000
Guatemala,Maschio,12,01-01-2001
Guatemala,Maschio,12,01-01-2002
Guatemala,Maschio,9,01-01-2003
Guatemala,Maschio,12,01-01-2004
Guatemala,Maschio,14,01-01-2005
Guatemala,Maschio,13,01-01-2006
Guatemala,Maschio,15,01-01-2007
Guatemala,Maschio,15,01-01-2008
Guatemala,Maschio,15,01-01-2009
Guatemala,Maschio,16,01-01-2010
Guatemala,Maschio,17,01-01-2011
Guatemala,Maschio,21,01-01-2012
Guatemala,Maschio,21,01-01-2013
Guinea,Maschio,14,01-01-1987
Guinea,Maschio,16,01-01-1988
Guinea,Maschio,17,01-01-1989
Guinea,Maschio,21,01-01-1990
Guinea,Maschio,10,01-01-1991
Guinea,Maschio,0,01-01-1992
Guinea,Maschio,26,01-01-1993
Guinea,Maschio,26,01-01-1994
Guinea,Maschio,25,01-01-1995
Guinea,Maschio,28,01-01-1996
Guinea,Maschio,35,01-01-1997
Guinea,Maschio,40,01-01-1998
Guinea,Maschio,44,01-01-1999
Guinea,Maschio,45,01-01-2000
Guinea,Maschio,52,01-01-2001
Guinea,Maschio,50,01-01-2002
Guinea,Maschio,38,01-01-2003
Guinea,Maschio,44,01-01-2004
Guinea,Maschio,52,01-01-2005
Guinea,Maschio,57,01-01-2006
Guinea,Maschio,63,01-01-2007
Guinea,Maschio,68,01-01-2008
Guinea,Maschio,65,01-01-2009
Guinea,Maschio,76,01-01-2010
Guinea,Maschio,61,01-01-2011
Guinea,Maschio,76,01-01-2012
Guinea,Maschio,83,01-01-2013
Guinea Bissau,Maschio,0,01-01-1987
Guinea Bissau,Maschio,1,01-01-1988
Guinea Bissau,Maschio,1,01-01-1989
Guinea Bissau,Maschio,1,01-01-1990
Guinea Bissau,Maschio,2,01-01-1991
Guinea Bissau,Maschio,0,01-01-1992
Guinea Bissau,Maschio,1,01-01-1993
Guinea Bissau,Maschio,1,01-01-1994
