(UTC),Latitudine,Longitudine,Profonditą,Magnitudo_orig,Magnitude,Scala,Fonte
2015-12-29,42.674,15.209,10,2.5--ML,2.5,ML,SURVEY
2015-12-28,42.297,12.794,9.2,3.1--ML,3.1,ML,SURVEY
2015-12-28,39.004,15.743,174.6,2.7--ML,2.7,ML,SURVEY
2015-12-27,39.155,15.405,265.2,2.6--ML,2.6,ML,SURVEY
2015-12-26,41.57,13.797,8.4,2.6--ML,2.6,ML,SURVEY
2015-12-26,38.487,13.662,31.3,3.5--ML,3.5,ML,SURVEY
2015-12-23,39.159,15.63,244.4,2.6--ML,2.6,ML,SURVEY
2015-12-22,36.074,14.316,7.8,2.9--ML,2.9,ML,SURVEY
2015-12-22,37.771,15.426,9,3.4--Mw,3.4,Mw,SURVEY
2015-12-22,37.764,15.448,8.1,2.5--ML,2.5,ML,SURVEY
2015-12-22,37.763,15.442,8,3.4--Mw,3.4,Mw,SURVEY
2015-12-22,37.77,15.441,8.4,3.0--ML,3,ML,SURVEY
2015-12-20,41.602,13.676,10.9,2.9--ML,2.9,ML,SURVEY
2015-12-20,38.316,13.563,5,3.1--ML,3.1,ML,SURVEY
2015-12-20,38.354,13.582,5,4.0--ML,4,ML,SURVEY
2015-12-18,45.836,14.422,5,2.8--ML,2.8,ML,SURVEY
2015-12-17,38.311,14.566,224.4,2.7--ML,2.7,ML,SURVEY
2015-12-17,42.365,15.141,10,2.7--ML,2.7,ML,SURVEY
2015-12-16,44.17,10.881,8.5,2.5--ML,2.5,ML,SURVEY
2015-12-15,43.797,12.272,52.3,2.9--ML,2.9,ML,SURVEY
2015-12-15,40.659,15.481,18.1,3.0--ML,3,ML,SURVEY
2015-12-15,35.025,15.759,41.6,3.1--ML,3.1,ML,SURVEY
2015-12-15,45.663,10.207,3,2.9--ML,2.9,ML,SURVEY
2015-12-14,45.298,9.56,37.4,2.5--ML,2.5,ML,SURVEY
2015-12-13,35.071,15.886,9.9,2.7--ML,2.7,ML,SURVEY
2015-12-12,37.424,16.273,23.8,3.4--ML,3.4,ML,SURVEY
2015-12-12,42.499,15.492,11.1,2.9--ML,2.9,ML,SURVEY
2015-12-12,42.538,15.318,11.7,2.9--ML,2.9,ML,SURVEY
2015-12-12,39.255,16.285,12.6,2.5--ML,2.5,ML,SURVEY
2015-12-11,45.8,15.033,7.1,2.8--ML,2.8,ML,SURVEY
2015-12-11,44.489,9.624,10.7,3.0--ML,3,ML,SURVEY
2015-12-10,42.558,15.303,5.9,2.7--ML,2.7,ML,SURVEY
2015-12-10,43.428,11.843,9.2,2.5--ML,2.5,ML,SURVEY
2015-12-10,38.559,16.07,27.8,2.8--ML,2.8,ML,SURVEY
2015-12-10,38.405,15.475,140.1,2.5--ML,2.5,ML,SURVEY
2015-12-08,46.338,12.596,7.4,3.4--ML,3.4,ML,SURVEY
2015-12-08,37.81,15.05,2.1,3.2--ML,3.2,ML,SURVEY
2015-12-08,37.82,15.07,0,2.9--ML,2.9,ML,SURVEY
2015-12-08,37.789,15.09,2.5,3.4--ML,3.4,ML,BULLETIN
2015-12-08,42.388,15.143,10,2.8--ML,2.8,ML,SURVEY
2015-12-07,37.866,15.071,10.3,2.6--M,2.6,M,SURVEY
2015-12-07,37.806,15.049,0,2.7--ML,2.7,ML,SURVEY
2015-12-07,42.047,16.726,10,2.8--ML,2.8,ML,SURVEY
2015-12-06,44.382,10.816,27.4,2.5--ML,2.5,ML,SURVEY
2015-12-06,42.653,15.262,25.1,2.5--ML,2.5,ML,SURVEY
2015-12-06,39.149,16.481,8.1,2.6--ML,2.6,ML,SURVEY
2015-12-06,42.736,15.322,27.5,3.7--ML,3.7,ML,SURVEY
2015-12-06,42.774,15.327,10,3.1--ML,3.1,ML,SURVEY
2015-12-06,42.447,15.301,5.2,4.4--Mw,4.4,Mw,SURVEY
2015-12-06,42.437,15.286,20,3.0--ML,3,ML,SURVEY
2015-12-06,38.523,14.795,14.3,2.6--ML,2.6,ML,SURVEY
2015-12-06,42.459,15.379,17,2.7--ML,2.7,ML,SURVEY
2015-12-06,42.55,15.304,33.8,2.7--ML,2.7,ML,SURVEY
2015-12-06,42.491,15.298,28.6,2.8--ML,2.8,ML,SURVEY
2015-12-06,42.647,15.405,25.1,2.8--ML,2.8,ML,SURVEY
2015-12-06,42.458,15.246,21.6,3.4--ML,3.4,ML,SURVEY
2015-12-06,42.65,15.187,26.4,3.9--ML,3.9,ML,SURVEY
2015-12-06,42.801,15.485,32.3,2.7--ML,2.7,ML,SURVEY
2015-12-06,42.518,15.211,27.4,2.7--ML,2.7,ML,SURVEY
2015-12-06,42.657,15.266,28.9,3.7--ML,3.7,ML,SURVEY
2015-12-06,42.353,15.546,34.6,2.6--ML,2.6,ML,SURVEY
2015-12-06,42.623,15.168,18.1,4.2--Mw,4.2,Mw,SURVEY
2015-12-06,42.584,15.437,31.1,3.9--ML,3.9,ML,SURVEY
2015-12-03,39.149,15.649,225.3,3.2--ML,3.2,ML,SURVEY
2015-12-03,38.397,15.225,168.9,3.1--ML,3.1,ML,SURVEY
2015-12-02,43.576,13.796,7.5,2.8--ML,2.8,ML,SURVEY
2015-11-29,44.079,11.709,23.6,2.6--ML,2.6,ML,SURVEY
2015-11-28,45.729,9.785,11,2.9--ML,2.9,ML,SURVEY
2015-11-28,37.885,15.668,35.5,2.5--ML,2.5,ML,SURVEY
2015-11-26,39.104,15.511,282.7,3.4--ML,3.4,ML,SURVEY
2015-11-26,44.222,10.996,6.9,2.7--ML,2.7,ML,SURVEY
2015-11-25,38.478,15.532,129.9,2.9--ML,2.9,ML,SURVEY
2015-11-24,38.718,15.568,178.8,3.0--ML,3,ML,SURVEY
2015-11-24,45.824,15.553,3.5,2.9--ML,2.9,ML,SURVEY
2015-11-24,38.866,15.74,106,3.2--ML,3.2,ML,SURVEY
2015-11-24,36.72,16.225,26.7,3.1--ML,3.1,ML,SURVEY
2015-11-22,38.507,15.475,121.8,2.8--ML,2.8,ML,SURVEY
2015-11-21,46.434,12.72,6.1,3.4--ML,3.4,ML,SURVEY
2015-11-21,44.038,12.548,36.5,2.5--ML,2.5,ML,SURVEY
2015-11-19,37.718,13.894,34.8,3.1--ML,3.1,ML,SURVEY
2015-11-18,39.131,16.408,4.6,2.5--ML,2.5,ML,SURVEY
2015-11-18,38.527,14.79,8.7,3.4--ML,3.4,ML,SURVEY
2015-11-17,39.286,15.755,115.5,2.5--ML,2.5,ML,SURVEY
2015-11-17,36.442,16.284,35.7,2.5--ML,2.5,ML,SURVEY
2015-11-16,44.768,7.617,36.3,3.1--ML,3.1,ML,SURVEY
2015-11-13,38.807,14.991,288.6,3.1--ML,3.1,ML,SURVEY
2015-11-12,38.867,15.333,273.4,2.9--ML,2.9,ML,SURVEY
2015-11-12,42.2,16.912,10,3.4--ML,3.4,ML,SURVEY
2015-11-11,46.479,12.828,9.7,2.6--ML,2.6,ML,SURVEY
2015-11-11,46.482,12.855,9.8,3.2--ML,3.2,ML,BULLETIN
2015-11-11,43.911,12.534,43.4,3.5--ML,3.5,ML,BULLETIN
2015-11-10,39.553,15.562,268.9,2.6--ML,2.6,ML,SURVEY
2015-11-10,39.898,18.727,38.3,3.2--ML,3.2,ML,SURVEY
2015-11-09,38.391,15.44,117.7,2.5--ML,2.5,ML,SURVEY
2015-11-08,45.677,7.045,7.8,2.5--ML,2.5,ML,SURVEY
2015-11-08,37.262,15.826,24.2,2.5--ML,2.5,ML,SURVEY
2015-11-07,37.255,15.884,22.8,3.5--ML,3.5,ML,BULLETIN
2015-11-07,43.708,7.787,19.4,2.6--ML,2.6,ML,SURVEY
2015-11-07,41.484,15.663,5.6,2.5--ML,2.5,ML,SURVEY
2015-11-06,41.831,15.188,6.4,2.8--ML,2.8,ML,SURVEY
2015-11-06,44.99,6.749,8.5,2.6--ML,2.6,ML,SURVEY
2015-11-06,44.471,6.706,11,3.8--ML,3.8,ML,BULLETIN
2015-11-04,45.832,15.542,5.4,2.7--ML,2.7,ML,SURVEY
2015-11-03,41.807,15.21,10.6,3.0--ML,3,ML,SURVEY
2015-11-02,43.563,12.122,9,2.6--ML,2.6,ML,SURVEY
2015-11-02,37.166,11.912,7.2,3.1--ML,3.1,ML,SURVEY
2015-11-01,45.896,10.782,8.6,3.0--ML,3,ML,SURVEY
2015-11-01,45.878,15.572,10.1,4.8--mb,4.8,mb,SURVEY
2015-10-31,37.358,14.534,31.4,2.5--ML,2.5,ML,SURVEY
2015-10-31,37.36,14.524,9,2.6--ML,2.6,ML,SURVEY
2015-10-28,40.723,17.406,4.6,2.8--ML,2.8,ML,SURVEY
2015-10-27,45.892,10.796,9.7,3.1--ML,3.1,ML,SURVEY
2015-10-27,39.279,16.976,20.2,2.5--ML,2.5,ML,SURVEY
2015-10-26,44.81,11.442,7,2.5--ML,2.5,ML,SURVEY
2015-10-25,38.324,15.47,118.1,2.6--ML,2.6,ML,SURVEY
2015-10-25,38.509,15.556,137.8,2.6--ML,2.6,ML,SURVEY
2015-10-23,36.117,15.463,32.5,2.8--ML,2.8,ML,SURVEY
2015-10-23,44.166,10.877,10.1,2.5--ML,2.5,ML,SURVEY
2015-10-20,38.761,15.664,151.2,2.6--ML,2.6,ML,SURVEY
2015-10-20,38.286,15.394,63.4,2.7--ML,2.7,ML,SURVEY
2015-10-20,44.897,11.108,6.7,3.5--ML,3.5,ML,BULLETIN
2015-10-19,39.126,15.629,222,2.5--ML,2.5,ML,SURVEY
2015-10-19,43.968,12.954,36.1,2.5--ML,2.5,ML,SURVEY
2015-10-16,39.424,15.731,249.6,4.4--Mw,4.4,Mw,BULLETIN
2015-10-15,44.186,11.862,8.5,2.8--ML,2.8,ML,SURVEY
2015-10-14,38.816,14.833,300.7,4.2--ML,4.2,ML,BULLETIN
2015-10-14,46.287,7.539,9.8,2.9--ML,2.9,ML,SURVEY
2015-10-13,38.167,15.233,9.8,3.0--ML,3,ML,SURVEY
2015-10-11,43.074,13.433,22.7,2.7--ML,2.7,ML,SURVEY
2015-10-10,37.852,14.869,26.4,2.8--ML,2.8,ML,SURVEY
2015-10-10,44.567,8.7,10.6,3.2--ML,3.2,ML,SURVEY
2015-10-10,44.016,10.89,32.9,2.8--ML,2.8,ML,SURVEY
2015-10-09,42.604,13.262,9.8,2.5--ML,2.5,ML,SURVEY
2015-10-09,37.73,15.12,6.9,2.7--ML,2.7,ML,SURVEY
2015-10-09,37.72,15.1,7.1,2.9--ML,2.9,ML,SURVEY
2015-10-07,37.76,15.962,50.6,2.8--ML,2.8,ML,SURVEY
2015-10-07,40.828,14.148,2.6,2.5--Md,2.5,Md,SURVEY
2015-10-06,38.757,15.714,100.5,2.9--ML,2.9,ML,SURVEY
2015-10-05,37.564,16.273,33.5,2.9--ML,2.9,ML,SURVEY
2015-10-05,38.424,15.518,125.1,2.7--ML,2.7,ML,SURVEY
2015-10-03,39.256,16.264,56.1,3.1--ML,3.1,ML,SURVEY
2015-10-02,38.412,15.39,142.6,2.6--ML,2.6,ML,SURVEY
2015-10-01,43.67,13.51,10.7,2.9--ML,2.9,ML,SURVEY
2015-10-01,39.183,15.308,266,2.7--Md,2.7,Md,SURVEY
2015-10-01,38.523,15.519,164.8,3.0--ML,3,ML,SURVEY
2015-09-30,39.495,15.677,224.5,2.6--ML,2.6,ML,SURVEY
2015-09-29,38.281,14.869,130.3,2.5--ML,2.5,ML,SURVEY
2015-09-28,43.305,12.587,8.5,2.8--ML,2.8,ML,SURVEY
2015-09-28,43.917,11.635,8.7,2.7--ML,2.7,ML,SURVEY
2015-09-25,38.767,15.109,327.9,3.0--ML,3,ML,SURVEY
2015-09-24,39.194,16.252,8.1,2.9--ML,2.9,ML,SURVEY
2015-09-24,44.478,6.703,2,3.4--ML,3.4,ML,SURVEY
2015-09-21,37.176,15.554,8.8,2.5--ML,2.5,ML,SURVEY
2015-09-21,43.582,13.787,5,3.0--ML,3,ML,BULLETIN
2015-09-20,37.156,15.614,22.6,3.8--ML,3.8,ML,BULLETIN
2015-09-20,43.632,12.334,9,2.5--ML,2.5,ML,SURVEY
2015-09-20,44.155,10.86,8.1,3.1--ML,3.1,ML,SURVEY
2015-09-20,35.016,14.718,10,3.7--ML,3.7,ML,SURVEY
2015-09-20,39.058,15.394,253.1,3.4--ML,3.4,ML,SURVEY
2015-09-19,43.628,12.335,7.1,3.7--Mw,3.7,Mw,BULLETIN
2015-09-18,43.632,12.322,8.9,3.5--Mw,3.5,Mw,BULLETIN
2015-09-18,45.428,13.159,29.9,2.8--ML,2.8,ML,SURVEY
2015-09-17,38.596,15.108,245.4,2.7--ML,2.7,ML,SURVEY
2015-09-14,44.142,7.215,10.6,2.6--ML,2.6,ML,SURVEY
2015-09-13,43.605,11.23,8.9,3.8--ML,3.8,ML,BULLETIN
2015-09-10,44.812,7.149,11.2,3.1--ML,3.1,ML,SURVEY
2015-09-10,44.216,11.004,58.7,2.5--ML,2.5,ML,SURVEY
2015-09-10,38.384,15.341,111.5,2.5--ML,2.5,ML,SURVEY
2015-09-09,38.083,15.075,6.6,2.5--ML,2.5,ML,SURVEY
2015-09-08,38.436,13.959,33.2,2.6--ML,2.6,ML,SURVEY
2015-09-07,38.337,15.624,69.6,2.5--ML,2.5,ML,SURVEY
2015-09-05,38.575,15.525,84.5,2.5--ML,2.5,ML,SURVEY
2015-09-04,39.886,15.908,51.9,2.9--ML,2.9,ML,SURVEY
2015-09-03,39.13,15.448,33.6,2.7--ML,2.7,ML,SURVEY
2015-09-01,46.717,11.155,11.1,2.6--ML,2.6,ML,SURVEY
2015-08-31,38.337,15.438,50.3,2.5--ML,2.5,ML,SURVEY
2015-08-31,38.752,15.213,132.7,2.7--ML,2.7,ML,SURVEY
2015-08-29,38.541,12.12,22,3.9--ML,3.9,ML,BULLETIN
2015-08-29,46.314,13.589,6.2,4.0--Mw,4,Mw,BULLETIN
2015-08-29,43.641,13.718,5,2.5--ML,2.5,ML,SURVEY
2015-08-29,46.677,10.628,12.5,3.2--ML,3.2,ML,SURVEY
2015-08-28,44.271,12.97,10,3.1--ML,3.1,ML,SURVEY
2015-08-27,36.955,17.361,30,2.6--ML,2.6,ML,SURVEY
2015-08-26,38.792,16.914,30.4,3.1--ML,3.1,ML,SURVEY
2015-08-25,44.008,16.426,5,3.3--ML,3.3,ML,SURVEY
2015-08-24,44.819,10.577,29.3,2.6--ML,2.6,ML,SURVEY
2015-08-24,38.668,13.823,25.3,2.5--ML,2.5,ML,SURVEY
2015-08-24,44.259,11.939,21.7,3.5--ML,3.5,ML,BULLETIN
2015-08-22,37.423,14.646,32.6,2.5--ML,2.5,ML,SURVEY
2015-08-22,46.249,12.368,3.3,2.7--ML,2.7,ML,SURVEY
2015-08-22,44.583,10.011,19.9,2.8--ML,2.8,ML,SURVEY
2015-08-21,38.337,15.421,127.5,2.5--ML,2.5,ML,SURVEY
2015-08-20,38.406,15.339,133.7,2.6--ML,2.6,ML,SURVEY
2015-08-20,41.884,16.033,34.8,2.6--ML,2.6,ML,SURVEY
2015-08-19,37.314,16.115,26.9,2.5--ML,2.5,ML,SURVEY
2015-08-19,44.818,11.444,6.1,2.7--ML,2.7,ML,SURVEY
2015-08-19,44.828,11.446,4.4,2.5--ML,2.5,ML,SURVEY
2015-08-19,42.728,13.422,9,2.7--ML,2.7,ML,SURVEY
2015-08-18,43.975,11.884,9.2,2.5--ML,2.5,ML,SURVEY
2015-08-18,45.905,11.902,7.3,3.6--ML,3.6,ML,BULLETIN
2015-08-18,42.611,13.294,9.9,2.7--ML,2.7,ML,SURVEY
2015-08-18,40.64,15.445,18.4,3.1--ML,3.1,ML,SURVEY
2015-08-18,44.181,10.88,8.3,2.7--ML,2.7,ML,SURVEY
2015-08-18,37.978,14.28,24.2,2.5--ML,2.5,ML,SURVEY
2015-08-17,42.265,13.527,10.2,2.5--ML,2.5,ML,SURVEY
2015-08-17,39.182,15.552,224.2,2.5--ML,2.5,ML,SURVEY
2015-08-17,46.45,13.244,4.4,2.8--ML,2.8,ML,SURVEY
2015-08-16,38.746,12.681,10,2.7--ML,2.7,ML,SURVEY
2015-08-15,42.917,13.104,9.7,2.9--ML,2.9,ML,SURVEY
2015-08-15,42.915,13.105,9.6,2.7--ML,2.7,ML,SURVEY
2015-08-14,45.789,11.166,11.9,3.2--ML,3.2,ML,SURVEY
2015-08-12,38.349,15.404,119.4,2.5--ML,2.5,ML,SURVEY
2015-08-09,39.117,15.382,283.4,3.3--ML,3.3,ML,SURVEY
2015-08-09,38.46,14.28,11.6,2.8--ML,2.8,ML,SURVEY
2015-08-09,38.46,14.26,11.4,2.6--ML,2.6,ML,SURVEY
2015-08-08,38.551,14.27,19.5,4.1--ML,4.1,ML,BULLETIN
2015-08-08,38.453,14.292,12,3.1--ML,3.1,ML,SURVEY
2015-08-08,38.465,14.283,11.7,2.8--ML,2.8,ML,SURVEY
2015-08-08,38.555,14.281,19.1,3.4--ML,3.4,ML,BULLETIN
2015-08-06,44.931,11.267,3,2.6--ML,2.6,ML,SURVEY
2015-08-06,38.242,15.189,9.4,2.9--ML,2.9,ML,SURVEY
2015-08-04,37.637,14.153,17.5,3.1--ML,3.1,ML,SURVEY
2015-08-03,37.388,16.144,25.2,3.7--ML,3.7,ML,SURVEY
2015-08-03,39.155,16.504,18,2.7--ML,2.7,ML,SURVEY
2015-08-03,39.148,16.49,19.2,4.0--Mw,4,Mw,BULLETIN
2015-08-02,39.4,15.738,247.3,4.0--ML,4,ML,BULLETIN
2015-08-02,39.466,15.398,268.4,2.8--ML,2.8,ML,SURVEY
2015-08-01,45.903,10.773,5.2,3.7--ML,3.7,ML,BULLETIN
2015-08-01,41.167,14.303,4.8,2.5--ML,2.5,ML,SURVEY
2015-08-01,37.644,15.858,32.4,3.3--ML,3.3,ML,SURVEY
2015-07-31,41.923,14.057,8.4,2.5--ML,2.5,ML,SURVEY
2015-07-29,40.6,15.426,311.4,2.9--ML,2.9,ML,SURVEY
2015-07-29,44.27,10.939,8,2.8--ML,2.8,ML,SURVEY
2015-07-29,44.266,10.933,7.2,2.9--ML,2.9,ML,SURVEY
2015-07-29,44.269,10.945,7.1,2.9--ML,2.9,ML,SURVEY
2015-07-27,41.864,14.123,8.3,2.6--ML,2.6,ML,SURVEY
2015-07-26,38.518,14.758,12.3,2.7--ML,2.7,ML,SURVEY
2015-07-26,39.924,15.691,288.7,2.6--ML,2.6,ML,SURVEY
2015-07-26,38.5,14.762,13,2.9--ML,2.9,ML,SURVEY
2015-07-25,42.642,13.029,9.7,3.0--ML,3,ML,SURVEY
2015-07-23,41.492,14.972,19.4,3.3--ML,3.3,ML,SURVEY
2015-07-22,44.156,10.894,21.5,3.7--Mw,3.7,Mw,BULLETIN
2015-07-21,44.056,10.981,57.2,3.1--ML,3.1,ML,SURVEY
2015-07-21,41.5,14.946,20.5,2.6--ML,2.6,ML,SURVEY
2015-07-21,45.893,12.977,2.6,2.6--ML,2.6,ML,SURVEY
2015-07-20,37.783,14.671,37.9,2.5--ML,2.5,ML,SURVEY
2015-07-19,44.531,6.739,13.8,2.5--ML,2.5,ML,SURVEY
2015-07-18,44.282,10.954,9.1,2.7--ML,2.7,ML,SURVEY
2015-07-18,44.281,10.966,10,2.9--ML,2.9,ML,SURVEY
2015-07-17,38.584,14.592,213.6,2.7--ML,2.7,ML,SURVEY
2015-07-16,46.018,14.389,8.7,2.6--ML,2.6,ML,SURVEY
2015-07-16,44.166,10.935,21.6,2.5--ML,2.5,ML,SURVEY
2015-07-15,37.62,15.048,6.5,2.9--ML,2.9,ML,SURVEY
2015-07-15,37.215,14.43,26.4,2.9--ML,2.9,ML,SURVEY
2015-07-14,44.195,10.885,9.4,2.7--ML,2.7,ML,SURVEY
2015-07-12,41.603,16.039,30,3.4--Mw,3.4,Mw,BULLETIN
2015-07-12,44.229,10.606,20.4,2.6--ML,2.6,ML,SURVEY
2015-07-10,39.464,15.182,22.5,2.7--ML,2.7,ML,SURVEY
2015-07-08,37.79,16.275,35.5,2.6--ML,2.6,ML,SURVEY
2015-07-08,39.089,15.599,253.4,2.8--ML,2.8,ML,SURVEY
2015-07-08,42.133,15.474,23.9,3.0--ML,3,ML,SURVEY
2015-07-08,42.157,15.489,25.8,3.6--Mw,3.6,Mw,SURVEY
2015-07-06,42.549,12.992,12.9,2.8--ML,2.8,ML,SURVEY
2015-07-05,38.554,12.78,4.6,2.6--ML,2.6,ML,SURVEY
2015-07-05,43.541,12.286,9.9,2.8--ML,2.8,ML,SURVEY
2015-07-05,43.533,12.285,12.3,3.4--Mw,3.4,Mw,SURVEY
2015-07-05,43.532,12.28,10.1,2.9--ML,2.9,ML,SURVEY
2015-07-05,43.534,12.286,9.5,3.1--ML,3.1,ML,SURVEY
2015-07-04,42.144,15.522,23.7,2.7--ML,2.7,ML,SURVEY
2015-07-04,38.742,15.148,304.5,2.9--ML,2.9,ML,SURVEY
2015-07-03,44.199,10.888,9.2,2.6--ML,2.6,ML,SURVEY
2015-07-03,39.918,16.522,24.4,3.4--Mw,3.4,Mw,SURVEY
2015-07-02,43.435,12.46,8.8,2.7--ML,2.7,ML,SURVEY
2015-07-02,36.217,12.79,10,2.9--ML,2.9,ML,SURVEY
2015-07-01,46.324,12.646,5.9,2.5--ML,2.5,ML,SURVEY
2015-07-01,41.929,14.062,9.6,2.5--ML,2.5,ML,SURVEY
2015-06-30,44.174,10.893,9.2,2.6--ML,2.6,ML,SURVEY
2015-06-30,44.181,10.889,9.8,2.8--ML,2.8,ML,SURVEY
2015-06-29,44.183,10.899,10.7,2.9--ML,2.9,ML,SURVEY
2015-06-29,36.117,12.685,10,2.7--ML,2.7,ML,SURVEY
2015-06-27,38.583,15.386,170.8,2.9--ML,2.9,ML,SURVEY
2015-06-27,38.401,15.232,120.3,2.8--ML,2.8,ML,SURVEY
2015-06-27,39.219,14.776,326.1,3.1--ML,3.1,ML,SURVEY
2015-06-26,36.068,12.644,39.1,3.9--ML,3.9,ML,BULLETIN
2015-06-25,37.42,16.91,45.3,2.6--ML,2.6,ML,SURVEY
2015-06-25,42.685,13.904,18.5,2.7--ML,2.7,ML,SURVEY
2015-06-25,38.479,15.379,132.3,2.7--ML,2.7,ML,SURVEY
2015-06-25,41.925,14.054,9.4,2.8--ML,2.8,ML,SURVEY
2015-06-23,43.314,13.162,21.6,2.6--ML,2.6,ML,SURVEY
2015-06-22,40.54,13.066,11.1,3.0--ML,3,ML,SURVEY
2015-06-20,44.418,6.729,8.4,2.5--ML,2.5,ML,SURVEY
2015-06-20,36.237,12.752,9.4,2.7--ML,2.7,ML,SURVEY
2015-06-20,46.204,7.444,10.9,2.8--ML,2.8,ML,SURVEY
2015-06-20,44.278,10.946,8.6,3.0--ML,3,ML,SURVEY
2015-06-20,44.281,10.948,8.8,2.6--ML,2.6,ML,SURVEY
2015-06-19,38.331,15.426,120.8,2.5--ML,2.5,ML,SURVEY
2015-06-17,44.621,7.224,14.8,2.7--ML,2.7,ML,SURVEY
2015-06-17,37.657,14.146,24.3,3.2--ML,3.2,ML,SURVEY
2015-06-16,42.668,15.974,10,2.8--ML,2.8,ML,SURVEY
2015-06-15,45.888,7.363,5.8,2.9--ML,2.9,ML,SURVEY
2015-06-11,37.88,14.005,6.8,2.8--ML,2.8,ML,SURVEY
2015-06-08,38.269,15.302,132.5,3.2--ML,3.2,ML,SURVEY
2015-06-05,40.777,15.456,9,2.6--ML,2.6,ML,SURVEY
2015-06-03,37.79,14.84,25.9,2.6--ML,2.6,ML,SURVEY
2015-06-03,37.785,14.877,26,2.5--ML,2.5,ML,SURVEY
2015-06-02,38.124,15.03,7.2,2.5--ML,2.5,ML,SURVEY
2015-06-02,38.713,12.742,32.8,2.5--ML,2.5,ML,SURVEY
2015-06-01,38.734,15.025,298.5,2.6--ML,2.6,ML,SURVEY
2015-05-31,36.527,11.488,22.2,3.1--ML,3.1,ML,SURVEY
2015-05-31,41.885,16.109,10.3,2.5--ML,2.5,ML,SURVEY
2015-05-30,43.434,12.447,8.2,2.7--ML,2.7,ML,SURVEY
2015-05-30,38.913,16.425,10.9,3.1--ML,3.1,ML,SURVEY
2015-05-30,39.122,15.37,250,2.6--ML,2.6,ML,SURVEY
2015-05-29,42.965,14.384,14.6,4.2--Mw,4.2,Mw,BULLETIN
2015-05-27,43.435,12.453,7.9,2.7--ML,2.7,ML,SURVEY
2015-05-27,43.432,12.453,7.8,2.9--ML,2.9,ML,SURVEY
2015-05-26,38.421,13.417,1.5,2.7--ML,2.7,ML,SURVEY
2015-05-25,37.825,15.43,8.7,2.7--ML,2.7,ML,SURVEY
2015-05-24,38.741,12.068,10,3.2--ML,3.2,ML,SURVEY
2015-05-24,37.957,16.029,62,3.9--ML,3.9,ML,BULLETIN
2015-05-24,38.533,12.13,7,3.3--ML,3.3,ML,SURVEY
2015-05-24,38.437,15.289,127.6,2.7--ML,2.7,ML,SURVEY
2015-05-23,37.806,14.876,29.4,2.6--ML,2.6,ML,SURVEY
2015-05-23,38.383,14.921,125,2.8--ML,2.8,ML,SURVEY
2015-05-21,38.454,14.715,7.3,2.7--ML,2.7,ML,SURVEY
2015-05-21,43.056,13.271,24.2,3.4--ML,3.4,ML,SURVEY
2015-05-21,39.691,15.704,291,3.2--ML,3.2,ML,SURVEY
2015-05-20,36.924,16.312,10.6,2.6--ML,2.6,ML,SURVEY
2015-05-18,44.174,10.881,9.8,2.7--ML,2.7,ML,SURVEY
2015-05-18,38.64,12.32,6.9,3.4--ML,3.4,ML,SURVEY
2015-05-17,38.451,12.762,10,2.5--ML,2.5,ML,SURVEY
2015-05-15,46.329,12.582,9.2,2.5--ML,2.5,ML,SURVEY
2015-05-15,45.849,12.084,12.4,3.3--Mw,3.3,Mw,BULLETIN
2015-05-12,44.202,10.885,9.8,2.7--ML,2.7,ML,SURVEY
2015-05-12,45.832,12.111,9.6,3.5--ML,3.5,ML,BULLETIN
2015-05-11,37.183,16.79,46.9,4.4--Mw,4.4,Mw,BULLETIN
2015-05-10,37.005,15.137,24.6,2.6--ML,2.6,ML,SURVEY
2015-05-09,38.605,15.364,214.7,4.5--ML,4.5,ML,BULLETIN
2015-05-08,38.715,14.592,317.5,3.0--ML,3,ML,SURVEY
2015-05-08,42.791,13.542,8.1,3.0--ML,3,ML,SURVEY
2015-05-06,44.45,9.847,8.9,2.6--ML,2.6,ML,SURVEY
2015-05-05,40.799,15.187,14.2,3.0--ML,3,ML,SURVEY
2015-05-04,38.568,14.177,21.9,3.0--ML,3,ML,SURVEY
2015-05-04,38.676,14.219,25.2,2.6--ML,2.6,ML,SURVEY
2015-05-04,43.742,8.348,19.4,2.6--ML,2.6,ML,SURVEY
2015-05-04,42.731,12.749,10.5,2.8--ML,2.8,ML,SURVEY
2015-05-04,42.738,12.763,9,2.5--ML,2.5,ML,SURVEY
2015-05-03,38.537,15.56,79.2,2.6--ML,2.6,ML,SURVEY
2015-05-03,38.749,14.574,322.6,2.6--ML,2.6,ML,SURVEY
2015-05-02,38.001,15.798,69.6,2.9--ML,2.9,ML,SURVEY
2015-04-30,38.514,12.818,8.9,2.5--ML,2.5,ML,BULLETIN
2015-04-30,37.858,15.402,33.8,2.6--ML,2.6,ML,BULLETIN
2015-04-29,41.902,13.788,22.9,3.2--ML,3.2,ML,BULLETIN
2015-04-29,38.777,14.228,417.3,3.6--ML,3.6,ML,BULLETIN
2015-04-28,37.762,17.068,41.6,2.7--ML,2.7,ML,BULLETIN
2015-04-27,45.627,10.858,5,2.5--ML,2.5,ML,BULLETIN
2015-04-26,41.762,13.556,8.4,3.2--ML,3.2,ML,BULLETIN
2015-04-26,39.962,15.464,298.8,2.9--ML,2.9,ML,BULLETIN
2015-04-25,36.984,16.412,26,2.5--ML,2.5,ML,BULLETIN
2015-04-25,38.49,12.85,10,2.5--ML,2.5,ML,BULLETIN
