(UTC),Latitudine,Longitudine,Profonditą,Magnitudo_orig,Magnitude,Scala,Fonte
1994-01-27,42.098,13.535,5,2.7--Md,2.7,Md,BULLETIN
1994-01-27,43.684,16.66,10,3.1--M,3.1,M,BULLETIN
1994-01-27,44.551,9.338,5,2.5--Md,2.5,Md,BULLETIN
1994-01-26,43.667,16.631,10,2.7--Md,2.7,Md,BULLETIN
1994-01-26,40.582,15.773,19,2.7--Md,2.7,Md,BULLETIN
1994-01-25,44.403,8.657,8.9,2.9--Md,2.9,Md,BULLETIN
1994-01-24,45.985,12.31,10.2,2.9--Md,2.9,Md,BULLETIN
1994-01-24,43.417,16.315,10,3.1--M,3.1,M,BULLETIN
1994-01-24,44.55,7.31,11,2.6--Md,2.6,Md,BULLETIN
1994-01-23,45.285,10.908,5,2.9--Md,2.9,Md,BULLETIN
1994-01-23,44.638,14.239,5,2.5--M,2.5,M,BULLETIN
1994-01-23,42.606,18.906,10,2.7--M,2.7,M,BULLETIN
1994-01-23,38.841,16.248,11,2.6--Md,2.6,Md,BULLETIN
1994-01-22,43.084,13.215,5,2.7--Md,2.7,Md,BULLETIN
1994-01-21,44.525,7.226,10,3.1--Md,3.1,Md,BULLETIN
1994-01-21,42.126,16.361,5,3.4--Md,3.4,Md,BULLETIN
1994-01-21,39.354,15.581,289.6,3.2--Md,3.2,Md,BULLETIN
1994-01-21,43.362,13.084,10,2.5--Md,2.5,Md,BULLETIN
1994-01-21,37.831,15.486,21.6,2.6--Md,2.6,Md,BULLETIN
1994-01-20,44.558,7.306,9.7,2.9--Md,2.9,Md,BULLETIN
1994-01-20,44.545,7.277,9,3.1--Md,3.1,Md,BULLETIN
1994-01-20,44.516,7.145,10,3.6--Md,3.6,Md,BULLETIN
1994-01-20,44.55,7.243,5,3.7--Md,3.7,Md,BULLETIN
1994-01-20,41.679,14.076,7.1,3.2--Md,3.2,Md,BULLETIN
1994-01-18,41.554,14.955,5,2.6--Md,2.6,Md,BULLETIN
1994-01-18,43.437,13.584,10.1,3.0--Md,3,Md,BULLETIN
1994-01-17,42.693,12.674,5,2.8--Md,2.8,Md,BULLETIN
1994-01-16,39.708,15.871,297.2,2.9--Md,2.9,Md,BULLETIN
1994-01-16,38.45,15.847,10.3,2.7--Md,2.7,Md,BULLETIN
1994-01-16,44.823,9.844,8.2,2.5--Md,2.5,Md,BULLETIN
1994-01-16,46.351,13.052,5,3.2--Md,3.2,Md,BULLETIN
1994-01-16,39.75,15.817,10.9,2.5--Md,2.5,Md,BULLETIN
1994-01-15,43.777,11.965,9.6,2.7--Md,2.7,Md,BULLETIN
1994-01-14,38.133,15.866,15.9,2.7--Md,2.7,Md,BULLETIN
1994-01-14,39.544,15.958,28.1,2.6--Md,2.6,Md,BULLETIN
1994-01-14,44.846,9.849,7.1,2.8--Md,2.8,Md,BULLETIN
1994-01-13,45.244,14.112,6.3,2.7--Md,2.7,Md,BULLETIN
1994-01-12,46.577,9.749,10,2.7--Md,2.7,Md,BULLETIN
1994-01-11,43.824,8.456,5,2.8--Md,2.8,Md,BULLETIN
1994-01-10,42.287,12.814,4.6,2.6--Md,2.6,Md,BULLETIN
1994-01-10,42.807,13.057,5,2.7--Md,2.7,Md,BULLETIN
1994-01-09,44.832,9.869,11.5,2.5--Md,2.5,Md,BULLETIN
1994-01-08,41.697,15.723,11.1,2.7--Md,2.7,Md,BULLETIN
1994-01-07,40.176,17.285,5,3.5--Md,3.5,Md,BULLETIN
1994-01-06,39.588,15.565,323.3,3.2--Md,3.2,Md,BULLETIN
1994-01-06,44.858,7.645,13.7,2.6--Md,2.6,Md,BULLETIN
1994-01-05,39.378,16.357,9.2,2.5--Md,2.5,Md,BULLETIN
1994-01-05,39.064,15.225,339.5,4.8--Md,4.8,Md,BULLETIN
1994-01-05,42.527,13.204,10,2.5--Md,2.5,Md,BULLETIN
1994-01-05,42.501,13.168,5,3.2--Md,3.2,Md,BULLETIN
1994-01-03,44.721,16.205,10,2.8--M,2.8,M,BULLETIN
1994-01-03,40.469,15.666,10,2.6--Md,2.6,Md,BULLETIN
1994-01-02,46.103,13.373,8.5,2.6--Md,2.6,Md,BULLETIN
1994-01-02,44.83,9.886,13.8,2.6--Md,2.6,Md,BULLETIN
1994-01-01,44.285,10.839,10.7,2.5--Md,2.5,Md,BULLETIN
1994-01-01,38.495,15.409,73.3,2.6--Md,2.6,Md,BULLETIN
1993-12-31,40.423,15.351,10.6,2.6--Md,2.6,Md,BULLETIN
1993-12-30,46.463,14.567,7.4,2.5--Md,2.5,Md,BULLETIN
1993-12-30,39.481,16.496,5,2.6--Md,2.6,Md,BULLETIN
1993-12-30,38.824,15.887,207.8,2.8--Md,2.8,Md,BULLETIN
1993-12-29,38.594,15.699,198.7,2.5--Md,2.5,Md,BULLETIN
1993-12-29,39.737,16.004,282.2,3.5--Md,3.5,Md,BULLETIN
1993-12-29,44.248,9.179,5,2.7--Md,2.7,Md,BULLETIN
1993-12-28,47.262,9.403,10,2.8--Md,2.8,Md,BULLETIN
1993-12-28,43.457,17.222,10,3.3--Md,3.3,Md,BULLETIN
1993-12-28,43.412,17.158,10,3.5--Md,3.5,Md,BULLETIN
1993-12-27,44.905,8.989,5,2.5--Md,2.5,Md,BULLETIN
1993-12-27,45.68,7.054,12.4,2.5--M,2.5,M,BULLETIN
1993-12-25,45.018,17.423,10,3.2--Md,3.2,Md,BULLETIN
1993-12-25,39.509,16.43,5.7,2.8--Md,2.8,Md,BULLETIN
1993-12-25,44.24,8.166,5,2.7--Md,2.7,Md,BULLETIN
1993-12-25,44.266,8.147,6.2,2.7--Md,2.7,Md,BULLETIN
1993-12-25,44.973,11.215,5,2.6--Md,2.6,Md,BULLETIN
1993-12-25,44.263,8.203,10,2.6--Md,2.6,Md,BULLETIN
1993-12-25,44.257,8.186,6.9,3.3--Md,3.3,Md,BULLETIN
1993-12-25,44.241,8.247,4,3.1--Md,3.1,Md,BULLETIN
1993-12-25,38.776,15.951,5,2.6--Md,2.6,Md,BULLETIN
1993-12-25,42.794,11.547,5,2.6--Md,2.6,Md,BULLETIN
1993-12-24,43.645,7.892,17.3,2.8--Md,2.8,Md,BULLETIN
1993-12-23,45.091,14.948,10,3.0--Md,3,Md,BULLETIN
1993-12-22,42.875,17.344,10,2.5--M,2.5,M,BULLETIN
1993-12-20,38.357,13.784,4.5,2.8--Md,2.8,Md,BULLETIN
1993-12-18,42.099,12.838,8,2.6--Md,2.6,Md,BULLETIN
1993-12-17,44.164,12.248,3.9,2.9--Md,2.9,Md,BULLETIN
1993-12-17,44.169,12.187,7.8,2.9--Md,2.9,Md,BULLETIN
1993-12-17,44.242,8.239,11.3,2.5--M,2.5,M,BULLETIN
1993-12-17,44.248,8.263,6,3.0--M,3,M,BULLETIN
1993-12-17,44.172,12.249,9.2,3.2--Md,3.2,Md,BULLETIN
1993-12-17,43.061,13.538,9.1,2.7--Md,2.7,Md,BULLETIN
1993-12-16,38.519,15.754,37.5,2.7--Md,2.7,Md,BULLETIN
1993-12-16,42.767,12.909,5,2.8--Md,2.8,Md,BULLETIN
1993-12-16,43.967,9.887,10,2.7--Md,2.7,Md,BULLETIN
1993-12-15,43.023,18.728,10,3.0--M,3,M,BULLETIN
1993-12-15,43.661,11.058,5,2.6--Md,2.6,Md,BULLETIN
1993-12-14,39.327,16.4,5,2.8--Md,2.8,Md,BULLETIN
1993-12-14,44.137,12.252,5,2.7--Md,2.7,Md,BULLETIN
1993-12-14,45.055,6.645,9.8,2.7--Md,2.7,Md,BULLETIN
1993-12-14,42.377,12.817,11.7,2.5--Md,2.5,Md,BULLETIN
1993-12-13,43.12,16.269,10,3.0--M,3,M,BULLETIN
1993-12-13,37.639,14.949,5,2.7--Md,2.7,Md,BULLETIN
1993-12-13,37.745,15.055,5,2.7--Md,2.7,Md,BULLETIN
1993-12-13,38.041,14.103,5,2.8--Md,2.8,Md,BULLETIN
1993-12-12,46.273,13.05,5,3.1--Md,3.1,Md,BULLETIN
1993-12-11,43.399,12.484,5,2.6--Md,2.6,Md,BULLETIN
1993-12-11,36.744,15.114,2.8,2.9--Md,2.9,Md,BULLETIN
1993-12-11,44.019,7.708,5,3.3--Md,3.3,Md,BULLETIN
1993-12-11,44.056,7.669,8.9,2.5--M,2.5,M,BULLETIN
1993-12-10,37.823,15.101,10,2.6--Md,2.6,Md,BULLETIN
1993-12-10,45.299,13.89,10,2.6--M,2.6,M,BULLETIN
1993-12-10,37.928,14.241,8.9,2.5--Md,2.5,Md,BULLETIN
1993-12-09,45.709,10.181,5,3.6--Md,3.6,Md,BULLETIN
1993-12-09,44.455,10.075,12.8,2.7--Md,2.7,Md,BULLETIN
1993-12-09,45.537,14.331,10,2.7--M,2.7,M,BULLETIN
1993-12-09,45.533,14.366,10,2.5--M,2.5,M,BULLETIN
1993-12-09,45.567,14.397,5,3.4--M,3.4,M,BULLETIN
1993-12-08,44.086,17.105,10,3.2--M,3.2,M,BULLETIN
1993-12-08,45.272,14.205,10,2.6--M,2.6,M,BULLETIN
1993-12-08,42.623,18.859,10,2.6--M,2.6,M,BULLETIN
1993-12-08,42.63,18.861,10,3.1--M,3.1,M,BULLETIN
1993-12-07,44.964,6.752,10.6,2.7--M,2.7,M,BULLETIN
1993-12-07,44.495,9.751,5,2.5--Md,2.5,Md,BULLETIN
1993-12-06,45.978,14.28,10,3.4--M,3.4,M,BULLETIN
1993-12-06,44.092,12.117,5.6,2.6--Md,2.6,Md,BULLETIN
1993-12-06,41.945,15.684,21,3.0--Md,3,Md,BULLETIN
1993-12-05,37.755,15.041,18.7,2.5--Md,2.5,Md,BULLETIN
1993-12-05,40.654,15.724,5,2.6--Md,2.6,Md,BULLETIN
1993-12-05,37.781,15.086,5,2.8--Md,2.8,Md,BULLETIN
1993-12-05,37.763,15.045,5,2.6--Md,2.6,Md,BULLETIN
1993-12-05,44.145,12.228,9.9,3.3--Md,3.3,Md,BULLETIN
1993-12-05,41.524,14.869,5,2.6--Md,2.6,Md,BULLETIN
1993-12-05,44.211,11.36,5,2.8--Md,2.8,Md,BULLETIN
1993-12-04,39.556,17.243,10.2,2.8--Md,2.8,Md,BULLETIN
1993-12-04,43.373,8.243,13,2.6--M,2.6,M,BULLETIN
1993-12-04,43.945,18.613,10,3.2--M,3.2,M,BULLETIN
1993-12-04,41.862,13.117,5,2.6--Md,2.6,Md,BULLETIN
1993-12-04,46.232,7.543,10,3.4--M,3.4,M,BULLETIN
1993-12-04,42.69,12.697,5,2.8--Md,2.8,Md,BULLETIN
1993-12-03,44.062,12.146,5,3.2--Md,3.2,Md,BULLETIN
1993-12-03,44.049,7.674,9.8,2.5--M,2.5,M,BULLETIN
1993-12-03,44.745,6.853,5,3.1--M,3.1,M,BULLETIN
1993-12-02,44.154,7.902,10.6,2.7--Md,2.7,Md,BULLETIN
1993-12-02,47.414,10.583,10,3.5--M,3.5,M,BULLETIN
1993-12-02,43.018,18.716,10,2.8--M,2.8,M,BULLETIN
1993-12-02,43.042,18.737,10,2.7--M,2.7,M,BULLETIN
1993-12-02,44.155,12.189,10,2.7--Md,2.7,Md,BULLETIN
1993-12-01,42.837,13.466,5,3.0--Md,3,Md,BULLETIN
1993-12-01,44.142,12.143,5,2.6--Md,2.6,Md,BULLETIN
1993-11-30,35.822,11.223,285.9,3.1--Md,3.1,Md,BULLETIN
1993-11-28,39.28,16.458,5,2.5--Md,2.5,Md,BULLETIN
1993-11-28,43.872,12.911,27.9,3.3--Md,3.3,Md,BULLETIN
1993-11-28,45.539,14.421,5,3.6--Md,3.6,Md,BULLETIN
1993-11-28,38.848,15.861,177.9,2.5--Md,2.5,Md,BULLETIN
1993-11-27,41.578,13.802,10,2.5--Md,2.5,Md,BULLETIN
1993-11-27,38.803,14.982,304.1,3.5--Md,3.5,Md,BULLETIN
1993-11-26,42.821,12.962,7.5,2.6--Md,2.6,Md,BULLETIN
1993-11-25,46.142,7.101,10,2.7--M,2.7,M,BULLETIN
1993-11-25,41.317,18.942,10,2.6--Md,2.6,Md,BULLETIN
1993-11-24,37.991,14.133,5,2.5--Md,2.5,Md,BULLETIN
1993-11-24,37.581,16.279,25.5,2.9--Md,2.9,Md,BULLETIN
1993-11-23,42.772,12.731,4.6,2.6--Md,2.6,Md,BULLETIN
1993-11-23,41.491,14.416,7.3,2.8--Md,2.8,Md,BULLETIN
1993-11-23,39.441,16.111,5,2.9--Md,2.9,Md,BULLETIN
1993-11-22,43.313,8.256,5,2.8--Md,2.8,Md,BULLETIN
1993-11-21,44.65,6.865,9.5,2.6--Md,2.6,Md,BULLETIN
1993-11-21,42.231,13.259,10,2.5--Md,2.5,Md,BULLETIN
1993-11-21,38.67,15.233,249.2,2.7--Md,2.7,Md,BULLETIN
1993-11-20,41.734,13.893,7.8,2.9--Md,2.9,Md,BULLETIN
1993-11-20,39.698,15.38,17.8,2.5--Md,2.5,Md,BULLETIN
1993-11-18,44.148,12.155,4.1,2.7--Md,2.7,Md,BULLETIN
1993-11-17,42.63,10.803,10,3.7--Md,3.7,Md,BULLETIN
1993-11-15,44.771,7.889,20.4,2.8--Md,2.8,Md,BULLETIN
1993-11-14,44.17,12.223,8.3,2.6--Md,2.6,Md,BULLETIN
1993-11-13,44.049,12.143,6.5,2.7--Md,2.7,Md,BULLETIN
1993-11-13,44.18,12.188,5,3.0--Md,3,Md,BULLETIN
1993-11-13,44.077,12.135,5.1,2.6--Md,2.6,Md,BULLETIN
1993-11-13,44.209,12.283,10,2.7--Md,2.7,Md,BULLETIN
1993-11-13,41.304,13.92,10,2.5--Md,2.5,Md,BULLETIN
1993-11-12,44.091,16.461,10,2.9--M,2.9,M,BULLETIN
1993-11-12,44.177,12.21,3.8,3.6--Md,3.6,Md,BULLETIN
1993-11-12,44.135,12.201,10,2.8--Md,2.8,Md,BULLETIN
1993-11-11,44.113,12.16,5,2.6--Md,2.6,Md,BULLETIN
1993-11-11,45.646,14.275,10,2.5--M,2.5,M,BULLETIN
1993-11-11,44.073,12.13,8.1,2.6--Md,2.6,Md,BULLETIN
1993-11-11,47.349,10.649,10,2.8--Md,2.8,Md,BULLETIN
1993-11-11,37.954,14.717,8.1,2.7--Md,2.7,Md,BULLETIN
1993-11-11,44.132,12.166,8.4,2.6--Md,2.6,Md,BULLETIN
1993-11-10,40.563,16.121,5,2.7--Md,2.7,Md,BULLETIN
1993-11-10,44.173,12.211,5,3.2--Md,3.2,Md,BULLETIN
1993-11-10,44.133,12.146,8.7,2.6--Md,2.6,Md,BULLETIN
1993-11-10,44.18,12.216,5,2.9--Md,2.9,Md,BULLETIN
1993-11-09,38.969,15.09,254.3,2.6--Md,2.6,Md,BULLETIN
1993-11-09,44.156,12.246,8.9,3.1--Md,3.1,Md,BULLETIN
1993-11-09,44.163,12.175,6.9,2.5--Md,2.5,Md,BULLETIN
1993-11-09,44.118,12.142,5,2.5--Md,2.5,Md,BULLETIN
1993-11-09,44.169,12.207,1.5,3.2--Md,3.2,Md,BULLETIN
1993-11-09,44.179,12.219,1.6,3.6--Md,3.6,Md,BULLETIN
1993-11-08,37.797,14.927,8.8,2.9--Md,2.9,Md,BULLETIN
1993-11-08,44.166,12.179,10,2.6--Md,2.6,Md,BULLETIN
1993-11-08,44.175,12.192,8.1,3.2--Md,3.2,Md,BULLETIN
1993-11-08,42.069,15.393,5,2.6--Md,2.6,Md,BULLETIN
1993-11-07,44.176,12.211,5,3.7--Md,3.7,Md,BULLETIN
1993-11-07,44.103,12.156,4.6,2.6--Md,2.6,Md,BULLETIN
1993-11-07,40.037,15.978,5,2.9--Md,2.9,Md,BULLETIN
1993-11-06,44.253,12.038,10,3.8--M,3.8,M,BULLETIN
1993-11-06,44.89,17.284,10,3.8--ML-VAX,3.8,ML,BULLETIN
1993-11-06,44.702,10.041,4.1,3.0--Md,3,Md,BULLETIN
1993-11-06,44.125,12.172,6,2.5--Md,2.5,Md,BULLETIN
1993-11-05,40.035,15.989,5,2.6--Md,2.6,Md,BULLETIN
1993-11-05,38.985,15.213,210.6,2.5--Md,2.5,Md,BULLETIN
1993-11-05,41.473,14.809,10,2.6--Md,2.6,Md,BULLETIN
1993-11-05,46.399,6.374,5,2.7--Md,2.7,Md,BULLETIN
1993-11-05,44.22,12.205,12.8,3.4--Md,3.4,Md,BULLETIN
1993-11-05,44.173,12.181,2,3.2--ML-VAX,3.2,ML,BULLETIN
1993-11-05,44.188,12.195,4.2,3.2--Md,3.2,Md,BULLETIN
1993-11-01,44.277,9.836,5,2.8--Md,2.8,Md,BULLETIN
1993-11-01,45.787,10.025,4.9,2.7--Md,2.7,Md,BULLETIN
1993-10-31,44.12,12.12,6.6,2.5--Md,2.5,Md,BULLETIN
1993-10-31,39.019,15.336,289.1,2.9--Md,2.9,Md,BULLETIN
1993-10-30,44.006,12.113,5,2.5--Md,2.5,Md,BULLETIN
1993-10-29,44.254,6.808,7.2,2.5--Md,2.5,Md,BULLETIN
1993-10-29,43.006,13.307,10.1,2.5--Md,2.5,Md,BULLETIN
1993-10-28,40.731,15.484,5,2.8--Md,2.8,Md,BULLETIN
1993-10-28,42.72,12.787,6.4,2.6--Md,2.6,Md,BULLETIN
1993-10-27,42.806,13.378,5,2.9--Md,2.9,Md,BULLETIN
1993-10-27,42.632,18.865,9.6,3.0--M,3,M,BULLETIN
1993-10-25,42.193,16.812,5,3.0--Md,3,Md,BULLETIN
1993-10-25,44.095,12.126,9.9,2.5--Md,2.5,Md,BULLETIN
1993-10-25,43.928,16.575,10,3.2--Md,3.2,Md,BULLETIN
1993-10-25,43.993,16.756,10,3.3--Md,3.3,Md,BULLETIN
1993-10-24,42.813,13.375,5,2.5--Md,2.5,Md,BULLETIN
1993-10-24,42.819,12.796,5,2.5--Md,2.5,Md,BULLETIN
1993-10-24,37.717,14.645,14.3,2.6--Md,2.6,Md,BULLETIN
1993-10-23,42.807,13.388,5,2.5--Md,2.5,Md,BULLETIN
1993-10-23,42.79,13.341,10,3.0--Md,3,Md,BULLETIN
1993-10-23,40.197,13.689,10,2.9--Md,2.9,Md,BULLETIN
1993-10-23,39.517,16.74,5,2.7--Md,2.7,Md,BULLETIN
1993-10-23,44.873,9.486,29.6,2.6--Md,2.6,Md,BULLETIN
1993-10-23,45.004,7.382,9.7,2.6--Md,2.6,Md,BULLETIN
1993-10-21,43.596,10.211,5,2.5--Md,2.5,Md,BULLETIN
1993-10-21,42.466,13.208,11.8,2.5--Md,2.5,Md,BULLETIN
1993-10-21,41.726,15.795,13.1,2.5--Md,2.5,Md,BULLETIN
1993-10-20,42.511,13.323,10,2.6--Md,2.6,Md,BULLETIN
1993-10-20,42.874,12.79,10,3.0--Md,3,Md,BULLETIN
1993-10-20,42.5,13.21,5,2.8--Md,2.8,Md,BULLETIN
1993-10-20,42.861,12.67,9.4,2.7--Md,2.7,Md,BULLETIN
1993-10-20,47.338,7.484,12.3,2.7--Md,2.7,Md,BULLETIN
1993-10-20,38.483,15.046,10,2.9--Md,2.9,Md,BULLETIN
1993-10-19,43.459,12.465,8.3,2.6--Md,2.6,Md,BULLETIN
1993-10-19,43.058,13.281,10,2.6--Md,2.6,Md,BULLETIN
1993-10-19,43.091,13.445,9.6,2.5--Md,2.5,Md,BULLETIN
1993-10-19,44.65,9.355,10,2.6--Md,2.6,Md,BULLETIN
1993-10-18,38.779,15.923,10,3.1--Md,3.1,Md,BULLETIN
1993-10-18,43.717,6.353,8.9,2.8--Md,2.8,Md,BULLETIN
1993-10-18,37.613,16.307,10,3.0--Md,3,Md,BULLETIN
1993-10-18,40.041,16.075,10,2.5--Md,2.5,Md,BULLETIN
1993-10-17,45.051,7.096,10.1,2.9--Md,2.9,Md,BULLETIN
1993-10-17,44.391,12.454,10,2.6--Md,2.6,Md,BULLETIN
1993-10-16,43.045,13.33,10.2,2.8--Md,2.8,Md,BULLETIN
1993-10-16,38.869,15.865,179.7,2.7--Md,2.7,Md,BULLETIN
1993-10-15,44.147,12.185,9.9,2.8--Md,2.8,Md,BULLETIN
1993-10-15,44.658,9.453,10,2.9--M,2.9,M,BULLETIN
1993-10-15,38.999,15.784,10,2.9--Md,2.9,Md,BULLETIN
1993-10-15,44.142,12.179,10.1,3.0--Md,3,Md,BULLETIN
1993-10-15,44.144,12.2,10,3.4--Md,3.4,Md,BULLETIN
1993-10-14,44.02,7.812,10,2.7--M,2.7,M,BULLETIN
1993-10-12,37.91,14.889,15.9,2.5--Md,2.5,Md,BULLETIN
1993-10-12,37.794,14.887,9.9,3.8--Md,3.8,Md,BULLETIN
1993-10-12,37.801,14.904,10,2.5--Md,2.5,Md,BULLETIN
1993-10-12,38.974,15.422,16.4,2.6--Md,2.6,Md,BULLETIN
1993-10-12,44.588,6.881,10,2.6--M,2.6,M,BULLETIN
1993-10-12,44.214,12.035,19.7,2.5--Md,2.5,Md,BULLETIN
1993-10-11,42.724,11.885,10,2.7--Md,2.7,Md,BULLETIN
1993-10-11,37.556,13.783,10,2.5--Md,2.5,Md,BULLETIN
1993-10-11,44.101,12.138,7.4,2.7--Md,2.7,Md,BULLETIN
1993-10-11,44.132,12.149,13.6,3.0--Md,3,Md,BULLETIN
1993-10-10,44.158,12.202,4.3,3.0--Md,3,Md,BULLETIN
1993-10-10,43.801,11.961,10,2.7--Md,2.7,Md,BULLETIN
1993-10-10,44.022,12.062,10,2.5--Md,2.5,Md,BULLETIN
1993-10-09,44.341,7.276,10.3,2.5--Md,2.5,Md,BULLETIN
1993-10-09,38.295,13.021,10,2.5--Md,2.5,Md,BULLETIN
1993-10-09,44.106,12.162,10,2.6--Md,2.6,Md,BULLETIN
1993-10-09,44.158,12.173,9.9,2.9--Md,2.9,Md,BULLETIN
1993-10-09,46.496,9.172,10,2.5--M,2.5,M,BULLETIN
1993-10-08,44.054,12.115,6.5,2.5--Md,2.5,Md,BULLETIN
1993-10-08,38.602,14.474,10,2.8--Md,2.8,Md,BULLETIN
1993-10-08,44.025,12.125,8.2,2.6--Md,2.6,Md,BULLETIN
1993-10-08,44.108,12.135,6.1,2.7--Md,2.7,Md,BULLETIN
1993-10-07,38.476,16.617,10,3.2--Md,3.2,Md,BULLETIN
1993-10-05,37.87,15.402,8.7,2.8--Md,2.8,Md,BULLETIN
1993-10-03,43.669,10.363,8.9,2.8--Md,2.8,Md,BULLETIN
1993-10-03,42.777,12.804,5,3.2--Md,3.2,Md,BULLETIN
1993-10-03,43.776,16.186,10,3.4--Md,3.4,Md,BULLETIN
1993-10-03,44.496,9.759,10,2.8--Md,2.8,Md,BULLETIN
1993-10-02,46.35,13.194,10,3.3--Md,3.3,Md,BULLETIN
1993-10-02,43.387,12.634,10,2.5--Md,2.5,Md,BULLETIN
1993-10-01,37.529,13.076,11,2.5--Md,2.5,Md,BULLETIN
1993-10-01,44.53,7.314,9.1,2.6--Md,2.6,Md,BULLETIN
1993-10-01,43.315,17.581,10,4.2--M,4.2,M,BULLETIN
1993-09-30,44.1,10.165,5,3.1--Md,3.1,Md,BULLETIN
1993-09-29,43.562,12.304,5,2.9--Md,2.9,Md,BULLETIN
1993-09-27,38.424,14.765,5,2.6--Md,2.6,Md,BULLETIN
1993-09-27,37.97,14.154,5,2.6--Md,2.6,Md,BULLETIN
1993-09-27,40.816,15.223,10,2.5--Md,2.5,Md,BULLETIN
1993-09-26,43.616,16.914,10,3.1--M,3.1,M,BULLETIN
1993-09-26,38.816,15.484,208.8,2.7--Md,2.7,Md,BULLETIN
1993-09-25,44.847,9.794,5,2.7--Md,2.7,Md,BULLETIN
1993-09-24,43.498,17.481,10,3.6--M,3.6,M,BULLETIN
1993-09-23,45.856,14.926,10,2.7--Md,2.7,Md,BULLETIN
1993-09-23,43.701,17.02,10,3.5--Md,3.5,Md,BULLETIN
1993-09-23,38.155,13.244,10,2.5--Md,2.5,Md,BULLETIN
1993-09-22,38.49,14.599,5,3.3--Md,3.3,Md,BULLETIN
1993-09-22,41.587,16.181,5,3.2--Md,3.2,Md,BULLETIN
1993-09-21,43.871,11.852,7.9,3.0--Md,3,Md,BULLETIN
1993-09-21,42.294,13.517,5,3.1--Md,3.1,Md,BULLETIN
1993-09-21,42.21,13.349,5,2.9--Md,2.9,Md,BULLETIN
1993-09-21,45.511,15.331,10,2.8--M,2.8,M,BULLETIN
1993-09-20,37.494,16.217,22.6,3.7--Md,3.7,Md,BULLETIN
1993-09-20,39.376,12.553,5,2.9--Md,2.9,Md,BULLETIN
1993-09-20,43.101,12.754,6.1,2.8--Md,2.8,Md,BULLETIN
1993-09-20,38.892,16.014,185.6,2.8--Md,2.8,Md,BULLETIN
1993-09-19,42.595,11.973,5,2.7--Md,2.7,Md,BULLETIN
1993-09-19,43.086,12.733,5,3.3--Md,3.3,Md,BULLETIN
1993-09-18,38.007,14.109,5,2.5--Md,2.5,Md,BULLETIN
1993-09-18,39.798,16.208,10,2.6--Md,2.6,Md,BULLETIN
1993-09-17,40.812,15.253,5,2.8--Md,2.8,Md,BULLETIN
1993-09-17,38.388,15.688,145.6,2.8--Md,2.8,Md,BULLETIN
1993-09-17,38.871,15.895,177.2,2.9--Md,2.9,Md,BULLETIN
1993-09-17,46.956,10.562,5,2.7--Md,2.7,Md,BULLETIN
1993-09-17,38.921,15.902,5,2.5--Md,2.5,Md,BULLETIN
1993-09-17,46.294,7.485,5,2.6--Md,2.6,Md,BULLETIN
1993-09-15,39.917,16.123,5,2.7--Md,2.7,Md,BULLETIN
1993-09-15,39.913,16.141,5.7,2.7--Md,2.7,Md,BULLETIN
1993-09-14,38.933,15.606,112.2,2.6--Md,2.6,Md,BULLETIN
1993-09-14,41.446,13.148,5,2.6--Md,2.6,Md,BULLETIN
1993-09-13,41.85,12.758,11.1,2.7--Md,2.7,Md,BULLETIN
1993-09-13,46.141,12.296,12,3.4--Md,3.4,Md,BULLETIN
1993-09-12,42.892,13.384,5,2.6--Md,2.6,Md,BULLETIN
1993-09-12,40.764,15.282,5,2.6--Md,2.6,Md,BULLETIN
1993-09-12,46.285,12.637,10,2.5--Md,2.5,Md,BULLETIN
1993-09-12,43.463,11.246,10,2.5--Md,2.5,Md,BULLETIN
1993-09-12,38.324,15.349,121.4,2.8--Md,2.8,Md,BULLETIN
1993-09-12,43.122,12.89,5,2.8--Md,2.8,Md,BULLETIN
1993-09-09,46.45,10.582,5,2.9--Md,2.9,Md,BULLETIN
1993-09-09,46.502,10.702,5,2.5--Md,2.5,Md,BULLETIN
1993-09-09,44.811,9.759,13.7,2.5--Md,2.5,Md,BULLETIN
1993-09-09,42.709,12.745,5,2.9--Md,2.9,Md,BULLETIN
1993-09-08,39.9,16.137,5,2.7--Md,2.7,Md,BULLETIN
1993-09-08,42.955,13.415,5,2.7--Md,2.7,Md,BULLETIN
1993-09-07,37.165,16.187,5,3.0--Md,3,Md,BULLETIN
1993-09-06,39.501,16.4,7.5,3.0--Md,3,Md,BULLETIN
1993-09-06,38.23,15.271,121.8,2.9--Md,2.9,Md,BULLETIN
1993-09-05,44.331,10.7,14.2,2.7--Md,2.7,Md,BULLETIN
1993-09-04,43.98,11.841,19.4,3.3--Md,3.3,Md,BULLETIN
1993-09-04,45.848,10.96,5,2.6--Md,2.6,Md,BULLETIN
1993-09-03,39.137,16.619,5,2.5--Md,2.5,Md,BULLETIN
1993-09-03,43.309,13.296,5,2.5--Md,2.5,Md,BULLETIN
1993-09-03,44.441,7.329,7.2,2.7--Md,2.7,Md,BULLETIN
1993-09-02,39.698,16.354,8.3,3.4--Md,3.4,Md,BULLETIN
1993-09-02,37.849,14.493,8,3.1--Md,3.1,Md,BULLETIN
1993-09-02,45.289,14.793,5,3.2--Md,3.2,Md,BULLETIN
1993-09-01,46.015,14.164,5,2.7--Md,2.7,Md,BULLETIN
1993-09-01,39.864,15.963,5,2.6--Md,2.6,Md,BULLETIN
